Tipo_dato,Territorio,TIME,Value
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,1993,0
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,1994,0
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,1995,0
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,1996,0
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,1997,6
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,1998,5
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,1999,5
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2000,5
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2001,6
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2002,8
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2003,6
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2005,6
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2006,8
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2007,6
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2008,8
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2009,7
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2010,9
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2011,8
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2012,9
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2013,8
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2014,9
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2015,11
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2016,10
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2017,10
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2018,11
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2019,11
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2020,13
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2021,10
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2022,10
pranzo sul posto di lavoro,Valle d'Aosta / Vallée d'Aoste,2023,11
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,1993,39
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,1994,51
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,1995,52
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,1996,54
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,1997,43
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,1998,52
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,1999,52
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2000,41
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2001,40
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2002,36
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2003,43
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2005,46
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2006,56
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2007,54
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2008,52
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2009,48
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2010,85
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2011,51
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2012,55
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2013,53
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2014,54
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2015,49
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2016,48
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2017,60
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2018,75
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2019,55
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2020,87
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2021,85
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2022,100
pasto principale la cena,Provincia Autonoma Bolzano / Bozen,2023,85
pranzo al bar,Lazio,1993,154
pranzo al bar,Lazio,1994,214
pranzo al bar,Lazio,1995,206
pranzo al bar,Lazio,1996,264
pranzo al bar,Lazio,1997,240
pranzo al bar,Lazio,1998,178
pranzo al bar,Lazio,1999,189
pranzo al bar,Lazio,2000,169
pranzo al bar,Lazio,2001,212
pranzo al bar,Lazio,2002,218
pranzo al bar,Lazio,2003,233
pranzo al bar,Lazio,2005,249
pranzo al bar,Lazio,2006,231
pranzo al bar,Lazio,2007,276
pranzo al bar,Lazio,2008,264
pranzo al bar,Lazio,2009,251
pranzo al bar,Lazio,2010,280
pranzo al bar,Lazio,2011,292
pranzo al bar,Lazio,2012,256
pranzo al bar,Lazio,2013,255
pranzo al bar,Lazio,2014,289
pranzo al bar,Lazio,2015,269
pranzo al bar,Lazio,2016,301
pranzo al bar,Lazio,2017,243
pranzo al bar,Lazio,2018,177
pranzo al bar,Lazio,2019,193
pranzo al bar,Lazio,2020,154
pranzo al bar,Lazio,2021,89
pranzo al bar,Lazio,2022,146
pranzo al bar,Lazio,2023,118
pranzo sul posto di lavoro,Basilicata,1993,0
pranzo sul posto di lavoro,Basilicata,1994,0
pranzo sul posto di lavoro,Basilicata,1995,0
pranzo sul posto di lavoro,Basilicata,1996,0
pranzo sul posto di lavoro,Basilicata,1997,21
pranzo sul posto di lavoro,Basilicata,1998,23
pranzo sul posto di lavoro,Basilicata,1999,26
pranzo sul posto di lavoro,Basilicata,2000,25
pranzo sul posto di lavoro,Basilicata,2001,20
pranzo sul posto di lavoro,Basilicata,2002,16
pranzo sul posto di lavoro,Basilicata,2003,24
pranzo sul posto di lavoro,Basilicata,2005,15
pranzo sul posto di lavoro,Basilicata,2006,20
pranzo sul posto di lavoro,Basilicata,2007,23
pranzo sul posto di lavoro,Basilicata,2008,20
pranzo sul posto di lavoro,Basilicata,2009,24
pranzo sul posto di lavoro,Basilicata,2010,25
pranzo sul posto di lavoro,Basilicata,2011,25
pranzo sul posto di lavoro,Basilicata,2012,34
pranzo sul posto di lavoro,Basilicata,2013,19
pranzo sul posto di lavoro,Basilicata,2014,19
pranzo sul posto di lavoro,Basilicata,2015,22
pranzo sul posto di lavoro,Basilicata,2016,26
pranzo sul posto di lavoro,Basilicata,2017,28
pranzo sul posto di lavoro,Basilicata,2018,38
pranzo sul posto di lavoro,Basilicata,2019,30
pranzo sul posto di lavoro,Basilicata,2020,31
pranzo sul posto di lavoro,Basilicata,2021,29
pranzo sul posto di lavoro,Basilicata,2022,29
pranzo sul posto di lavoro,Basilicata,2023,22
pasto principale la cena,Friuli-Venezia Giulia,1993,210
pasto principale la cena,Friuli-Venezia Giulia,1994,229
pasto principale la cena,Friuli-Venezia Giulia,1995,239
pasto principale la cena,Friuli-Venezia Giulia,1996,261
pasto principale la cena,Friuli-Venezia Giulia,1997,263
pasto principale la cena,Friuli-Venezia Giulia,1998,267
pasto principale la cena,Friuli-Venezia Giulia,1999,231
pasto principale la cena,Friuli-Venezia Giulia,2000,280
pasto principale la cena,Friuli-Venezia Giulia,2001,248
pasto principale la cena,Friuli-Venezia Giulia,2002,267
pasto principale la cena,Friuli-Venezia Giulia,2003,259
pasto principale la cena,Friuli-Venezia Giulia,2005,298
pasto principale la cena,Friuli-Venezia Giulia,2006,271
pasto principale la cena,Friuli-Venezia Giulia,2007,263
pasto principale la cena,Friuli-Venezia Giulia,2008,284
pasto principale la cena,Friuli-Venezia Giulia,2009,318
pasto principale la cena,Friuli-Venezia Giulia,2010,247
pasto principale la cena,Friuli-Venezia Giulia,2011,261
pasto principale la cena,Friuli-Venezia Giulia,2012,283
pasto principale la cena,Friuli-Venezia Giulia,2013,276
pasto principale la cena,Friuli-Venezia Giulia,2014,280
pasto principale la cena,Friuli-Venezia Giulia,2015,261
pasto principale la cena,Friuli-Venezia Giulia,2016,288
pasto principale la cena,Friuli-Venezia Giulia,2017,298
pasto principale la cena,Friuli-Venezia Giulia,2018,282
pasto principale la cena,Friuli-Venezia Giulia,2019,247
pasto principale la cena,Friuli-Venezia Giulia,2020,231
pasto principale la cena,Friuli-Venezia Giulia,2021,261
pasto principale la cena,Friuli-Venezia Giulia,2022,253
pasto principale la cena,Friuli-Venezia Giulia,2023,239
pranzo sul posto di lavoro,Emilia-Romagna,1993,0
pranzo sul posto di lavoro,Emilia-Romagna,1994,0
pranzo sul posto di lavoro,Emilia-Romagna,1995,0
pranzo sul posto di lavoro,Emilia-Romagna,1996,0
pranzo sul posto di lavoro,Emilia-Romagna,1997,151
pranzo sul posto di lavoro,Emilia-Romagna,1998,166
pranzo sul posto di lavoro,Emilia-Romagna,1999,167
pranzo sul posto di lavoro,Emilia-Romagna,2000,204
pranzo sul posto di lavoro,Emilia-Romagna,2001,202
pranzo sul posto di lavoro,Emilia-Romagna,2002,264
pranzo sul posto di lavoro,Emilia-Romagna,2003,192
pranzo sul posto di lavoro,Emilia-Romagna,2005,246
pranzo sul posto di lavoro,Emilia-Romagna,2006,203
pranzo sul posto di lavoro,Emilia-Romagna,2007,273
pranzo sul posto di lavoro,Emilia-Romagna,2008,286
pranzo sul posto di lavoro,Emilia-Romagna,2009,294
pranzo sul posto di lavoro,Emilia-Romagna,2010,273
pranzo sul posto di lavoro,Emilia-Romagna,2011,292
pranzo sul posto di lavoro,Emilia-Romagna,2012,304
pranzo sul posto di lavoro,Emilia-Romagna,2013,349
pranzo sul posto di lavoro,Emilia-Romagna,2014,329
pranzo sul posto di lavoro,Emilia-Romagna,2015,355
pranzo sul posto di lavoro,Emilia-Romagna,2016,401
pranzo sul posto di lavoro,Emilia-Romagna,2017,410
pranzo sul posto di lavoro,Emilia-Romagna,2018,373
pranzo sul posto di lavoro,Emilia-Romagna,2019,424
pranzo sul posto di lavoro,Emilia-Romagna,2020,443
pranzo sul posto di lavoro,Emilia-Romagna,2021,470
pranzo sul posto di lavoro,Emilia-Romagna,2022,449
pranzo sul posto di lavoro,Emilia-Romagna,2023,487
colazione adeguata (con latte e/o del cibo),Nord,1993,16941
colazione adeguata (con latte e/o del cibo),Nord,1994,17451
colazione adeguata (con latte e/o del cibo),Nord,1995,17988
colazione adeguata (con latte e/o del cibo),Nord,1996,19253
colazione adeguata (con latte e/o del cibo),Nord,1997,18946
colazione adeguata (con latte e/o del cibo),Nord,1998,19397
colazione adeguata (con latte e/o del cibo),Nord,1999,19025
colazione adeguata (con latte e/o del cibo),Nord,2000,19028
colazione adeguata (con latte e/o del cibo),Nord,2001,19150
colazione adeguata (con latte e/o del cibo),Nord,2002,19400
colazione adeguata (con latte e/o del cibo),Nord,2003,19979
colazione adeguata (con latte e/o del cibo),Nord,2005,20574
colazione adeguata (con latte e/o del cibo),Nord,2006,20491
colazione adeguata (con latte e/o del cibo),Nord,2007,20776
colazione adeguata (con latte e/o del cibo),Nord,2008,20880
colazione adeguata (con latte e/o del cibo),Nord,2009,20869
colazione adeguata (con latte e/o del cibo),Nord,2010,21477
colazione adeguata (con latte e/o del cibo),Nord,2011,21405
colazione adeguata (con latte e/o del cibo),Nord,2012,21812
colazione adeguata (con latte e/o del cibo),Nord,2013,21769
colazione adeguata (con latte e/o del cibo),Nord,2014,22026
colazione adeguata (con latte e/o del cibo),Nord,2015,22230
colazione adeguata (con latte e/o del cibo),Nord,2016,22278
colazione adeguata (con latte e/o del cibo),Nord,2017,22279
colazione adeguata (con latte e/o del cibo),Nord,2018,22290
colazione adeguata (con latte e/o del cibo),Nord,2019,22040
colazione adeguata (con latte e/o del cibo),Nord,2020,22191
colazione adeguata (con latte e/o del cibo),Nord,2021,22469
colazione adeguata (con latte e/o del cibo),Nord,2022,21899
colazione adeguata (con latte e/o del cibo),Nord,2023,21525
pasto principale la cena,Molise,1993,38
pasto principale la cena,Molise,1994,40
pasto principale la cena,Molise,1995,34
pasto principale la cena,Molise,1996,39
pasto principale la cena,Molise,1997,30
pasto principale la cena,Molise,1998,44
pasto principale la cena,Molise,1999,33
pasto principale la cena,Molise,2000,36
pasto principale la cena,Molise,2001,28
pasto principale la cena,Molise,2002,31
pasto principale la cena,Molise,2003,31
pasto principale la cena,Molise,2005,32
pasto principale la cena,Molise,2006,35
pasto principale la cena,Molise,2007,42
pasto principale la cena,Molise,2008,41
pasto principale la cena,Molise,2009,41
pasto principale la cena,Molise,2010,42
pasto principale la cena,Molise,2011,30
pasto principale la cena,Molise,2012,33
pasto principale la cena,Molise,2013,36
pasto principale la cena,Molise,2014,31
pasto principale la cena,Molise,2015,37
pasto principale la cena,Molise,2016,39
pasto principale la cena,Molise,2017,36
pasto principale la cena,Molise,2018,35
pasto principale la cena,Molise,2019,43
pasto principale la cena,Molise,2020,39
pasto principale la cena,Molise,2021,43
pasto principale la cena,Molise,2022,38
pasto principale la cena,Molise,2023,37
pranzo sul posto di lavoro,Veneto,1993,0
pranzo sul posto di lavoro,Veneto,1994,0
pranzo sul posto di lavoro,Veneto,1995,0
pranzo sul posto di lavoro,Veneto,1996,0
pranzo sul posto di lavoro,Veneto,1997,162
pranzo sul posto di lavoro,Veneto,1998,206
pranzo sul posto di lavoro,Veneto,1999,199
pranzo sul posto di lavoro,Veneto,2000,205
pranzo sul posto di lavoro,Veneto,2001,178
pranzo sul posto di lavoro,Veneto,2002,254
pranzo sul posto di lavoro,Veneto,2003,193
pranzo sul posto di lavoro,Veneto,2005,202
pranzo sul posto di lavoro,Veneto,2006,249
pranzo sul posto di lavoro,Veneto,2007,204
pranzo sul posto di lavoro,Veneto,2008,261
pranzo sul posto di lavoro,Veneto,2009,261
pranzo sul posto di lavoro,Veneto,2010,247
pranzo sul posto di lavoro,Veneto,2011,266
pranzo sul posto di lavoro,Veneto,2012,313
pranzo sul posto di lavoro,Veneto,2013,297
pranzo sul posto di lavoro,Veneto,2014,336
pranzo sul posto di lavoro,Veneto,2015,326
pranzo sul posto di lavoro,Veneto,2016,358
pranzo sul posto di lavoro,Veneto,2017,396
pranzo sul posto di lavoro,Veneto,2018,367
pranzo sul posto di lavoro,Veneto,2019,400
pranzo sul posto di lavoro,Veneto,2020,358
pranzo sul posto di lavoro,Veneto,2021,469
pranzo sul posto di lavoro,Veneto,2022,468
pranzo sul posto di lavoro,Veneto,2023,438
pasto principale la cena,Provincia Autonoma Trento,1993,52
pasto principale la cena,Provincia Autonoma Trento,1994,45
pasto principale la cena,Provincia Autonoma Trento,1995,51
pasto principale la cena,Provincia Autonoma Trento,1996,54
pasto principale la cena,Provincia Autonoma Trento,1997,61
pasto principale la cena,Provincia Autonoma Trento,1998,46
pasto principale la cena,Provincia Autonoma Trento,1999,59
pasto principale la cena,Provincia Autonoma Trento,2000,58
pasto principale la cena,Provincia Autonoma Trento,2001,55
pasto principale la cena,Provincia Autonoma Trento,2002,65
pasto principale la cena,Provincia Autonoma Trento,2003,74
pasto principale la cena,Provincia Autonoma Trento,2005,70
pasto principale la cena,Provincia Autonoma Trento,2006,87
pasto principale la cena,Provincia Autonoma Trento,2007,66
pasto principale la cena,Provincia Autonoma Trento,2008,70
pasto principale la cena,Provincia Autonoma Trento,2009,77
pasto principale la cena,Provincia Autonoma Trento,2010,95
pasto principale la cena,Provincia Autonoma Trento,2011,75
pasto principale la cena,Provincia Autonoma Trento,2012,71
pasto principale la cena,Provincia Autonoma Trento,2013,60
pasto principale la cena,Provincia Autonoma Trento,2014,74
pasto principale la cena,Provincia Autonoma Trento,2015,67
pasto principale la cena,Provincia Autonoma Trento,2016,73
pasto principale la cena,Provincia Autonoma Trento,2017,75
pasto principale la cena,Provincia Autonoma Trento,2018,77
pasto principale la cena,Provincia Autonoma Trento,2019,80
pasto principale la cena,Provincia Autonoma Trento,2020,73
pasto principale la cena,Provincia Autonoma Trento,2021,82
pasto principale la cena,Provincia Autonoma Trento,2022,98
pasto principale la cena,Provincia Autonoma Trento,2023,104
pasto principale la cena,Trentino Alto Adige / Südtirol,1993,90
pasto principale la cena,Trentino Alto Adige / Südtirol,1994,97
pasto principale la cena,Trentino Alto Adige / Südtirol,1995,102
pasto principale la cena,Trentino Alto Adige / Südtirol,1996,107
pasto principale la cena,Trentino Alto Adige / Südtirol,1997,104
pasto principale la cena,Trentino Alto Adige / Südtirol,1998,98
pasto principale la cena,Trentino Alto Adige / Südtirol,1999,111
pasto principale la cena,Trentino Alto Adige / Südtirol,2000,100
pasto principale la cena,Trentino Alto Adige / Südtirol,2001,95
pasto principale la cena,Trentino Alto Adige / Südtirol,2002,102
pasto principale la cena,Trentino Alto Adige / Südtirol,2003,117
pasto principale la cena,Trentino Alto Adige / Südtirol,2005,117
pasto principale la cena,Trentino Alto Adige / Südtirol,2006,143
pasto principale la cena,Trentino Alto Adige / Südtirol,2007,120
pasto principale la cena,Trentino Alto Adige / Südtirol,2008,123
pasto principale la cena,Trentino Alto Adige / Südtirol,2009,125
pasto principale la cena,Trentino Alto Adige / Südtirol,2010,181
pasto principale la cena,Trentino Alto Adige / Südtirol,2011,126
pasto principale la cena,Trentino Alto Adige / Südtirol,2012,126
pasto principale la cena,Trentino Alto Adige / Südtirol,2013,113
pasto principale la cena,Trentino Alto Adige / Südtirol,2014,127
pasto principale la cena,Trentino Alto Adige / Südtirol,2015,117
pasto principale la cena,Trentino Alto Adige / Südtirol,2016,121
pasto principale la cena,Trentino Alto Adige / Südtirol,2017,134
pasto principale la cena,Trentino Alto Adige / Südtirol,2018,152
pasto principale la cena,Trentino Alto Adige / Südtirol,2019,134
pasto principale la cena,Trentino Alto Adige / Südtirol,2020,160
pasto principale la cena,Trentino Alto Adige / Südtirol,2021,167
pasto principale la cena,Trentino Alto Adige / Südtirol,2022,198
pasto principale la cena,Trentino Alto Adige / Südtirol,2023,189
pranzo in casa,Sardegna,1993,1426
pranzo in casa,Sardegna,1994,1451
pranzo in casa,Sardegna,1995,1425
pranzo in casa,Sardegna,1996,1401
pranzo in casa,Sardegna,1997,1318
pranzo in casa,Sardegna,1998,1349
pranzo in casa,Sardegna,1999,1347
pranzo in casa,Sardegna,2000,1317
pranzo in casa,Sardegna,2001,1309
pranzo in casa,Sardegna,2002,1324
pranzo in casa,Sardegna,2003,1324
pranzo in casa,Sardegna,2005,1304
pranzo in casa,Sardegna,2006,1319
pranzo in casa,Sardegna,2007,1328
pranzo in casa,Sardegna,2008,1322
pranzo in casa,Sardegna,2009,1260
pranzo in casa,Sardegna,2010,1313
pranzo in casa,Sardegna,2011,1319
pranzo in casa,Sardegna,2012,1318
pranzo in casa,Sardegna,2013,1357
pranzo in casa,Sardegna,2014,1314
pranzo in casa,Sardegna,2015,1293
pranzo in casa,Sardegna,2016,1313
pranzo in casa,Sardegna,2017,1314
pranzo in casa,Sardegna,2018,1307
pranzo in casa,Sardegna,2019,1280
pranzo in casa,Sardegna,2020,1324
pranzo in casa,Sardegna,2021,1336
pranzo in casa,Sardegna,2022,1281
pranzo in casa,Sardegna,2023,1250
pranzo sul posto di lavoro,Campania,1993,0
pranzo sul posto di lavoro,Campania,1994,0
pranzo sul posto di lavoro,Campania,1995,0
pranzo sul posto di lavoro,Campania,1996,0
pranzo sul posto di lavoro,Campania,1997,248
pranzo sul posto di lavoro,Campania,1998,291
pranzo sul posto di lavoro,Campania,1999,282
pranzo sul posto di lavoro,Campania,2000,318
pranzo sul posto di lavoro,Campania,2001,268
pranzo sul posto di lavoro,Campania,2002,314
pranzo sul posto di lavoro,Campania,2003,225
pranzo sul posto di lavoro,Campania,2005,373
pranzo sul posto di lavoro,Campania,2006,343
pranzo sul posto di lavoro,Campania,2007,325
pranzo sul posto di lavoro,Campania,2008,318
pranzo sul posto di lavoro,Campania,2009,253
pranzo sul posto di lavoro,Campania,2010,366
pranzo sul posto di lavoro,Campania,2011,370
pranzo sul posto di lavoro,Campania,2012,360
pranzo sul posto di lavoro,Campania,2013,383
pranzo sul posto di lavoro,Campania,2014,384
pranzo sul posto di lavoro,Campania,2015,363
pranzo sul posto di lavoro,Campania,2016,411
pranzo sul posto di lavoro,Campania,2017,488
pranzo sul posto di lavoro,Campania,2018,459
pranzo sul posto di lavoro,Campania,2019,408
pranzo sul posto di lavoro,Campania,2020,401
pranzo sul posto di lavoro,Campania,2021,433
pranzo sul posto di lavoro,Campania,2022,362
pranzo sul posto di lavoro,Campania,2023,458
pranzo al ristorante o trattoria,Liguria,1993,45
pranzo al ristorante o trattoria,Liguria,1994,39
pranzo al ristorante o trattoria,Liguria,1995,59
pranzo al ristorante o trattoria,Liguria,1996,50
pranzo al ristorante o trattoria,Liguria,1997,43
pranzo al ristorante o trattoria,Liguria,1998,44
pranzo al ristorante o trattoria,Liguria,1999,42
pranzo al ristorante o trattoria,Liguria,2000,47
pranzo al ristorante o trattoria,Liguria,2001,52
pranzo al ristorante o trattoria,Liguria,2002,37
pranzo al ristorante o trattoria,Liguria,2003,53
pranzo al ristorante o trattoria,Liguria,2005,57
pranzo al ristorante o trattoria,Liguria,2006,49
pranzo al ristorante o trattoria,Liguria,2007,48
pranzo al ristorante o trattoria,Liguria,2008,42
pranzo al ristorante o trattoria,Liguria,2009,47
pranzo al ristorante o trattoria,Liguria,2010,30
pranzo al ristorante o trattoria,Liguria,2011,53
pranzo al ristorante o trattoria,Liguria,2012,46
pranzo al ristorante o trattoria,Liguria,2013,46
pranzo al ristorante o trattoria,Liguria,2014,49
pranzo al ristorante o trattoria,Liguria,2015,33
pranzo al ristorante o trattoria,Liguria,2016,45
pranzo al ristorante o trattoria,Liguria,2017,52
pranzo al ristorante o trattoria,Liguria,2018,41
pranzo al ristorante o trattoria,Liguria,2019,43
pranzo al ristorante o trattoria,Liguria,2020,35
pranzo al ristorante o trattoria,Liguria,2021,21
pranzo al ristorante o trattoria,Liguria,2022,39
pranzo al ristorante o trattoria,Liguria,2023,44
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,1993,0
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,1994,0
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,1995,0
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,1996,0
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,1997,13
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,1998,10
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,1999,12
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2000,12
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2001,12
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2002,12
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2003,12
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2005,12
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2006,13
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2007,13
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2008,16
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2009,13
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2010,17
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2011,17
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2012,14
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2013,14
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2014,15
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2015,14
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2016,11
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2017,14
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2018,14
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2019,14
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2020,10
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2021,12
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2022,12
pranzo in mensa,Valle d'Aosta / Vallée d'Aoste,2023,13
pranzo al bar,Nord-ovest,1993,396
pranzo al bar,Nord-ovest,1994,404
pranzo al bar,Nord-ovest,1995,470
pranzo al bar,Nord-ovest,1996,496
pranzo al bar,Nord-ovest,1997,467
pranzo al bar,Nord-ovest,1998,454
pranzo al bar,Nord-ovest,1999,488
pranzo al bar,Nord-ovest,2000,539
pranzo al bar,Nord-ovest,2001,555
pranzo al bar,Nord-ovest,2002,498
pranzo al bar,Nord-ovest,2003,655
pranzo al bar,Nord-ovest,2005,606
pranzo al bar,Nord-ovest,2006,646
pranzo al bar,Nord-ovest,2007,596
pranzo al bar,Nord-ovest,2008,638
pranzo al bar,Nord-ovest,2009,681
pranzo al bar,Nord-ovest,2010,612
pranzo al bar,Nord-ovest,2011,580
pranzo al bar,Nord-ovest,2012,620
pranzo al bar,Nord-ovest,2013,591
pranzo al bar,Nord-ovest,2014,467
pranzo al bar,Nord-ovest,2015,536
pranzo al bar,Nord-ovest,2016,477
pranzo al bar,Nord-ovest,2017,447
pranzo al bar,Nord-ovest,2018,471
pranzo al bar,Nord-ovest,2019,353
pranzo al bar,Nord-ovest,2020,316
pranzo al bar,Nord-ovest,2021,231
pranzo al bar,Nord-ovest,2022,317
pranzo al bar,Nord-ovest,2023,296
colazione con latte e del cibo,Molise,1993,0
colazione con latte e del cibo,Molise,1994,0
colazione con latte e del cibo,Molise,1995,0
colazione con latte e del cibo,Molise,1996,132
colazione con latte e del cibo,Molise,1997,132
colazione con latte e del cibo,Molise,1998,130
colazione con latte e del cibo,Molise,1999,143
colazione con latte e del cibo,Molise,2000,128
colazione con latte e del cibo,Molise,2001,132
colazione con latte e del cibo,Molise,2002,120
colazione con latte e del cibo,Molise,2003,132
colazione con latte e del cibo,Molise,2005,150
colazione con latte e del cibo,Molise,2006,137
colazione con latte e del cibo,Molise,2007,144
colazione con latte e del cibo,Molise,2008,134
colazione con latte e del cibo,Molise,2009,149
colazione con latte e del cibo,Molise,2010,147
colazione con latte e del cibo,Molise,2011,150
colazione con latte e del cibo,Molise,2012,147
colazione con latte e del cibo,Molise,2013,155
colazione con latte e del cibo,Molise,2014,137
colazione con latte e del cibo,Molise,2015,157
colazione con latte e del cibo,Molise,2016,128
colazione con latte e del cibo,Molise,2017,141
colazione con latte e del cibo,Molise,2018,126
colazione con latte e del cibo,Molise,2019,117
colazione con latte e del cibo,Molise,2020,130
colazione con latte e del cibo,Molise,2021,119
colazione con latte e del cibo,Molise,2022,111
colazione con latte e del cibo,Molise,2023,130
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,1993,0
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,1994,0
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,1995,0
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,1996,449
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,1997,442
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,1998,402
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,1999,411
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2000,362
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2001,407
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2002,388
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2003,383
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2005,419
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2006,405
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2007,436
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2008,433
