Tipo_dato,Territorio,TIME,Value
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2005,625
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2006,756
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2007,760
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2008,791
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2009,839
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2010,804
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2011,961
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2012,1040
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2013,872
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2014,938
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2015,978
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2016,1178
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2017,1168
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2018,1129
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2019,1183
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2020,1051
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2021,1201
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2022,1259
pranzo sul posto di lavoro,10.001 - 50.000 ab.,2023,1162
pranzo sul posto di lavoro,Abruzzo,1993,0
pranzo sul posto di lavoro,Abruzzo,1994,0
pranzo sul posto di lavoro,Abruzzo,1995,0
pranzo sul posto di lavoro,Abruzzo,1996,0
pranzo sul posto di lavoro,Abruzzo,1997,50
pranzo sul posto di lavoro,Abruzzo,1998,53
pranzo sul posto di lavoro,Abruzzo,1999,56
pranzo sul posto di lavoro,Abruzzo,2000,48
pranzo sul posto di lavoro,Abruzzo,2001,61
pranzo sul posto di lavoro,Abruzzo,2002,57
pranzo sul posto di lavoro,Abruzzo,2003,47
pranzo sul posto di lavoro,Abruzzo,2005,67
pranzo sul posto di lavoro,Abruzzo,2006,55
pranzo sul posto di lavoro,Abruzzo,2007,75
pranzo sul posto di lavoro,Abruzzo,2008,58
pranzo sul posto di lavoro,Abruzzo,2009,51
pranzo sul posto di lavoro,Abruzzo,2010,65
pranzo sul posto di lavoro,Abruzzo,2011,75
pranzo sul posto di lavoro,Abruzzo,2012,71
pranzo sul posto di lavoro,Abruzzo,2013,68
pranzo sul posto di lavoro,Abruzzo,2014,71
pranzo sul posto di lavoro,Abruzzo,2015,63
pranzo sul posto di lavoro,Abruzzo,2016,76
pranzo sul posto di lavoro,Abruzzo,2017,69
pranzo sul posto di lavoro,Abruzzo,2018,79
pranzo sul posto di lavoro,Abruzzo,2019,110
pranzo sul posto di lavoro,Abruzzo,2020,80
pranzo sul posto di lavoro,Abruzzo,2021,85
pranzo sul posto di lavoro,Abruzzo,2022,108
pranzo sul posto di lavoro,Abruzzo,2023,105
pranzo al bar,fino a 2.000 ab.,1993,14
pranzo al bar,fino a 2.000 ab.,1994,29
pranzo al bar,fino a 2.000 ab.,1995,22
pranzo al bar,fino a 2.000 ab.,1996,45
pranzo al bar,fino a 2.000 ab.,1997,24
pranzo al bar,fino a 2.000 ab.,1998,37
pranzo al bar,fino a 2.000 ab.,1999,29
pranzo al bar,fino a 2.000 ab.,2000,35
pranzo al bar,fino a 2.000 ab.,2001,44
pranzo al bar,fino a 2.000 ab.,2002,52
pranzo al bar,fino a 2.000 ab.,2003,49
pranzo al bar,fino a 2.000 ab.,2005,49
pranzo al bar,fino a 2.000 ab.,2006,58
pranzo al bar,fino a 2.000 ab.,2007,62
pranzo al bar,fino a 2.000 ab.,2008,55
pranzo al bar,fino a 2.000 ab.,2009,55
pranzo al bar,fino a 2.000 ab.,2010,57
pranzo al bar,fino a 2.000 ab.,2011,41
pranzo al bar,fino a 2.000 ab.,2012,40
pranzo al bar,fino a 2.000 ab.,2013,58
pranzo al bar,fino a 2.000 ab.,2014,46
pranzo al bar,fino a 2.000 ab.,2015,46
pranzo al bar,fino a 2.000 ab.,2016,30
pranzo al bar,fino a 2.000 ab.,2017,38
pranzo al bar,fino a 2.000 ab.,2018,32
pranzo al bar,fino a 2.000 ab.,2019,27
pranzo al bar,fino a 2.000 ab.,2020,26
pranzo al bar,fino a 2.000 ab.,2021,15
pranzo al bar,fino a 2.000 ab.,2022,27
pranzo al bar,fino a 2.000 ab.,2023,30
colazione adeguata (con latte e/o del cibo),Umbria,1993,626
colazione adeguata (con latte e/o del cibo),Umbria,1994,615
colazione adeguata (con latte e/o del cibo),Umbria,1995,645
colazione adeguata (con latte e/o del cibo),Umbria,1996,687
colazione adeguata (con latte e/o del cibo),Umbria,1997,679
colazione adeguata (con latte e/o del cibo),Umbria,1998,637
colazione adeguata (con latte e/o del cibo),Umbria,1999,652
colazione adeguata (con latte e/o del cibo),Umbria,2000,640
colazione adeguata (con latte e/o del cibo),Umbria,2001,657
colazione adeguata (con latte e/o del cibo),Umbria,2002,660
colazione adeguata (con latte e/o del cibo),Umbria,2003,678
colazione adeguata (con latte e/o del cibo),Umbria,2005,690
colazione adeguata (con latte e/o del cibo),Umbria,2006,688
colazione adeguata (con latte e/o del cibo),Umbria,2007,721
colazione adeguata (con latte e/o del cibo),Umbria,2008,712
colazione adeguata (con latte e/o del cibo),Umbria,2009,711
colazione adeguata (con latte e/o del cibo),Umbria,2010,715
colazione adeguata (con latte e/o del cibo),Umbria,2011,743
colazione adeguata (con latte e/o del cibo),Umbria,2012,748
colazione adeguata (con latte e/o del cibo),Umbria,2013,741
colazione adeguata (con latte e/o del cibo),Umbria,2014,739
colazione adeguata (con latte e/o del cibo),Umbria,2015,740
colazione adeguata (con latte e/o del cibo),Umbria,2016,750
colazione adeguata (con latte e/o del cibo),Umbria,2017,757
colazione adeguata (con latte e/o del cibo),Umbria,2018,731
colazione adeguata (con latte e/o del cibo),Umbria,2019,729
colazione adeguata (con latte e/o del cibo),Umbria,2020,740
colazione adeguata (con latte e/o del cibo),Umbria,2021,727
colazione adeguata (con latte e/o del cibo),Umbria,2022,725
colazione adeguata (con latte e/o del cibo),Umbria,2023,698
pranzo al ristorante o trattoria,Puglia,1993,17
pranzo al ristorante o trattoria,Puglia,1994,23
pranzo al ristorante o trattoria,Puglia,1995,30
pranzo al ristorante o trattoria,Puglia,1996,23
pranzo al ristorante o trattoria,Puglia,1997,24
pranzo al ristorante o trattoria,Puglia,1998,23
pranzo al ristorante o trattoria,Puglia,1999,19
pranzo al ristorante o trattoria,Puglia,2000,25
pranzo al ristorante o trattoria,Puglia,2001,32
pranzo al ristorante o trattoria,Puglia,2002,42
pranzo al ristorante o trattoria,Puglia,2003,38
pranzo al ristorante o trattoria,Puglia,2005,35
pranzo al ristorante o trattoria,Puglia,2006,32
pranzo al ristorante o trattoria,Puglia,2007,40
pranzo al ristorante o trattoria,Puglia,2008,29
pranzo al ristorante o trattoria,Puglia,2009,24
pranzo al ristorante o trattoria,Puglia,2010,51
pranzo al ristorante o trattoria,Puglia,2011,22
pranzo al ristorante o trattoria,Puglia,2012,40
pranzo al ristorante o trattoria,Puglia,2013,34
pranzo al ristorante o trattoria,Puglia,2014,29
pranzo al ristorante o trattoria,Puglia,2015,39
pranzo al ristorante o trattoria,Puglia,2016,27
pranzo al ristorante o trattoria,Puglia,2017,27
pranzo al ristorante o trattoria,Puglia,2018,23
pranzo al ristorante o trattoria,Puglia,2019,38
pranzo al ristorante o trattoria,Puglia,2020,30
pranzo al ristorante o trattoria,Puglia,2021,21
pranzo al ristorante o trattoria,Puglia,2022,21
pranzo al ristorante o trattoria,Puglia,2023,33
pasto principale il pranzo,fino a 2.000 ab.,1993,2862
pasto principale il pranzo,fino a 2.000 ab.,1994,2823
pasto principale il pranzo,fino a 2.000 ab.,1995,2695
pasto principale il pranzo,fino a 2.000 ab.,1996,2590
pasto principale il pranzo,fino a 2.000 ab.,1997,2661
pasto principale il pranzo,fino a 2.000 ab.,1998,2524
pasto principale il pranzo,fino a 2.000 ab.,1999,2606
pasto principale il pranzo,fino a 2.000 ab.,2000,2453
pasto principale il pranzo,fino a 2.000 ab.,2001,2475
pasto principale il pranzo,fino a 2.000 ab.,2002,2484
pasto principale il pranzo,fino a 2.000 ab.,2003,2604
pasto principale il pranzo,fino a 2.000 ab.,2005,2557
pasto principale il pranzo,fino a 2.000 ab.,2006,2521
pasto principale il pranzo,fino a 2.000 ab.,2007,2427
pasto principale il pranzo,fino a 2.000 ab.,2008,2444
pasto principale il pranzo,fino a 2.000 ab.,2009,2486
pasto principale il pranzo,fino a 2.000 ab.,2010,2306
pasto principale il pranzo,fino a 2.000 ab.,2011,2361
pasto principale il pranzo,fino a 2.000 ab.,2012,2243
pasto principale il pranzo,fino a 2.000 ab.,2013,2377
pasto principale il pranzo,fino a 2.000 ab.,2014,2319
pasto principale il pranzo,fino a 2.000 ab.,2015,2358
pasto principale il pranzo,fino a 2.000 ab.,2016,2314
pasto principale il pranzo,fino a 2.000 ab.,2017,2322
pasto principale il pranzo,fino a 2.000 ab.,2018,2259
pasto principale il pranzo,fino a 2.000 ab.,2019,2075
pasto principale il pranzo,fino a 2.000 ab.,2020,2122
pasto principale il pranzo,fino a 2.000 ab.,2021,2063
pasto principale il pranzo,fino a 2.000 ab.,2022,2036
pasto principale il pranzo,fino a 2.000 ab.,2023,1916
pranzo sul posto di lavoro,periferia area metropolitana,1993,0
pranzo sul posto di lavoro,periferia area metropolitana,1994,0
pranzo sul posto di lavoro,periferia area metropolitana,1995,0
pranzo sul posto di lavoro,periferia area metropolitana,1996,0
pranzo sul posto di lavoro,periferia area metropolitana,1997,411
pranzo sul posto di lavoro,periferia area metropolitana,1998,455
pranzo sul posto di lavoro,periferia area metropolitana,1999,468
pranzo sul posto di lavoro,periferia area metropolitana,2000,505
pranzo sul posto di lavoro,periferia area metropolitana,2001,463
pranzo sul posto di lavoro,periferia area metropolitana,2002,521
pranzo sul posto di lavoro,periferia area metropolitana,2003,418
pranzo sul posto di lavoro,periferia area metropolitana,2005,584
pranzo sul posto di lavoro,periferia area metropolitana,2006,509
pranzo sul posto di lavoro,periferia area metropolitana,2007,546
pranzo sul posto di lavoro,periferia area metropolitana,2008,635
pranzo sul posto di lavoro,periferia area metropolitana,2009,514
pranzo sul posto di lavoro,periferia area metropolitana,2010,564
pranzo sul posto di lavoro,periferia area metropolitana,2011,626
pranzo sul posto di lavoro,periferia area metropolitana,2012,632
pranzo sul posto di lavoro,periferia area metropolitana,2013,666
pranzo sul posto di lavoro,periferia area metropolitana,2014,632
pranzo sul posto di lavoro,periferia area metropolitana,2015,556
pranzo sul posto di lavoro,periferia area metropolitana,2016,692
pranzo sul posto di lavoro,periferia area metropolitana,2017,791
pranzo sul posto di lavoro,periferia area metropolitana,2018,843
pranzo sul posto di lavoro,periferia area metropolitana,2019,834
pranzo sul posto di lavoro,periferia area metropolitana,2020,856
pranzo sul posto di lavoro,periferia area metropolitana,2021,978
pranzo sul posto di lavoro,periferia area metropolitana,2022,865
pranzo sul posto di lavoro,periferia area metropolitana,2023,953
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,1993,2315
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,1994,2373
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,1995,2311
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,1996,2485
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,1997,2451
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,1998,2562
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,1999,2520
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2000,2431
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2001,2475
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2002,2523
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2003,2647
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2005,2589
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2006,2568
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2007,2568
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2008,2556
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2009,2663
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2010,2556
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2011,2536
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2012,2388
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2013,2532
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2014,2592
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2015,2502
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2016,2507
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2017,2521
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2018,2425
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2019,2440
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2020,2396
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2021,2325
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2022,2345
colazione adeguata (con latte e/o del cibo),fino a 2.000 ab.,2023,2256
pasto principale il pranzo,Abruzzo,1993,1052
pasto principale il pranzo,Abruzzo,1994,1080
pasto principale il pranzo,Abruzzo,1995,1034
pasto principale il pranzo,Abruzzo,1996,1042
pasto principale il pranzo,Abruzzo,1997,1002
pasto principale il pranzo,Abruzzo,1998,1017
pasto principale il pranzo,Abruzzo,1999,982
pasto principale il pranzo,Abruzzo,2000,973
pasto principale il pranzo,Abruzzo,2001,971
pasto principale il pranzo,Abruzzo,2002,986
pasto principale il pranzo,Abruzzo,2003,984
pasto principale il pranzo,Abruzzo,2005,996
pasto principale il pranzo,Abruzzo,2006,966
pasto principale il pranzo,Abruzzo,2007,974
pasto principale il pranzo,Abruzzo,2008,1032
pasto principale il pranzo,Abruzzo,2009,977
pasto principale il pranzo,Abruzzo,2010,963
pasto principale il pranzo,Abruzzo,2011,961
pasto principale il pranzo,Abruzzo,2012,964
pasto principale il pranzo,Abruzzo,2013,986
pasto principale il pranzo,Abruzzo,2014,934
pasto principale il pranzo,Abruzzo,2015,958
pasto principale il pranzo,Abruzzo,2016,960
pasto principale il pranzo,Abruzzo,2017,940
pasto principale il pranzo,Abruzzo,2018,943
pasto principale il pranzo,Abruzzo,2019,922
pasto principale il pranzo,Abruzzo,2020,886
pasto principale il pranzo,Abruzzo,2021,920
pasto principale il pranzo,Abruzzo,2022,900
pasto principale il pranzo,Abruzzo,2023,836
colazione con latte e del cibo,Calabria,1993,0
colazione con latte e del cibo,Calabria,1994,0
colazione con latte e del cibo,Calabria,1995,0
colazione con latte e del cibo,Calabria,1996,814
colazione con latte e del cibo,Calabria,1997,743
colazione con latte e del cibo,Calabria,1998,720
colazione con latte e del cibo,Calabria,1999,642
colazione con latte e del cibo,Calabria,2000,691
colazione con latte e del cibo,Calabria,2001,613
colazione con latte e del cibo,Calabria,2002,591
colazione con latte e del cibo,Calabria,2003,673
colazione con latte e del cibo,Calabria,2005,720
colazione con latte e del cibo,Calabria,2006,749
colazione con latte e del cibo,Calabria,2007,770
colazione con latte e del cibo,Calabria,2008,832
colazione con latte e del cibo,Calabria,2009,884
colazione con latte e del cibo,Calabria,2010,866
colazione con latte e del cibo,Calabria,2011,806
colazione con latte e del cibo,Calabria,2012,751
colazione con latte e del cibo,Calabria,2013,744
colazione con latte e del cibo,Calabria,2014,787
colazione con latte e del cibo,Calabria,2015,797
colazione con latte e del cibo,Calabria,2016,766
colazione con latte e del cibo,Calabria,2017,784
colazione con latte e del cibo,Calabria,2018,746
colazione con latte e del cibo,Calabria,2019,671
colazione con latte e del cibo,Calabria,2020,666
colazione con latte e del cibo,Calabria,2021,775
colazione con latte e del cibo,Calabria,2022,713
colazione con latte e del cibo,Calabria,2023,721
pranzo in mensa,2.001 - 10.000 ab.,1993,0
pranzo in mensa,2.001 - 10.000 ab.,1994,0
pranzo in mensa,2.001 - 10.000 ab.,1995,0
pranzo in mensa,2.001 - 10.000 ab.,1996,0
pranzo in mensa,2.001 - 10.000 ab.,1997,960
pranzo in mensa,2.001 - 10.000 ab.,1998,1007
pranzo in mensa,2.001 - 10.000 ab.,1999,1049
pranzo in mensa,2.001 - 10.000 ab.,2000,1000
pranzo in mensa,2.001 - 10.000 ab.,2001,928
pranzo in mensa,2.001 - 10.000 ab.,2002,1070
pranzo in mensa,2.001 - 10.000 ab.,2003,1167
pranzo in mensa,2.001 - 10.000 ab.,2005,1070
pranzo in mensa,2.001 - 10.000 ab.,2006,970
pranzo in mensa,2.001 - 10.000 ab.,2007,1151
pranzo in mensa,2.001 - 10.000 ab.,2008,1129
pranzo in mensa,2.001 - 10.000 ab.,2009,1063
pranzo in mensa,2.001 - 10.000 ab.,2010,1045
pranzo in mensa,2.001 - 10.000 ab.,2011,1054
pranzo in mensa,2.001 - 10.000 ab.,2012,1082
pranzo in mensa,2.001 - 10.000 ab.,2013,1098
pranzo in mensa,2.001 - 10.000 ab.,2014,1024
pranzo in mensa,2.001 - 10.000 ab.,2015,1143
pranzo in mensa,2.001 - 10.000 ab.,2016,1108
pranzo in mensa,2.001 - 10.000 ab.,2017,1037
pranzo in mensa,2.001 - 10.000 ab.,2018,1159
pranzo in mensa,2.001 - 10.000 ab.,2019,1089
pranzo in mensa,2.001 - 10.000 ab.,2020,812
pranzo in mensa,2.001 - 10.000 ab.,2021,888
pranzo in mensa,2.001 - 10.000 ab.,2022,986
pranzo in mensa,2.001 - 10.000 ab.,2023,1043
pasto principale la cena,Sud,1993,1065
pasto principale la cena,Sud,1994,1149
pasto principale la cena,Sud,1995,1031
pasto principale la cena,Sud,1996,1350
pasto principale la cena,Sud,1997,1190
pasto principale la cena,Sud,1998,1497
pasto principale la cena,Sud,1999,1381
pasto principale la cena,Sud,2000,1543
pasto principale la cena,Sud,2001,1298
pasto principale la cena,Sud,2002,1397
pasto principale la cena,Sud,2003,1523
pasto principale la cena,Sud,2005,1627
pasto principale la cena,Sud,2006,1398
pasto principale la cena,Sud,2007,1511
pasto principale la cena,Sud,2008,1471
pasto principale la cena,Sud,2009,1567
pasto principale la cena,Sud,2010,1654
pasto principale la cena,Sud,2011,1717
pasto principale la cena,Sud,2012,1688
pasto principale la cena,Sud,2013,1767
pasto principale la cena,Sud,2014,1885
pasto principale la cena,Sud,2015,2003
pasto principale la cena,Sud,2016,1853
pasto principale la cena,Sud,2017,1912
pasto principale la cena,Sud,2018,1938
pasto principale la cena,Sud,2019,1904
pasto principale la cena,Sud,2020,1858
pasto principale la cena,Sud,2021,1776
pasto principale la cena,Sud,2022,1883
pasto principale la cena,Sud,2023,2059
pranzo sul posto di lavoro,Isole,1993,0
pranzo sul posto di lavoro,Isole,1994,0
pranzo sul posto di lavoro,Isole,1995,0
pranzo sul posto di lavoro,Isole,1996,0
pranzo sul posto di lavoro,Isole,1997,244
pranzo sul posto di lavoro,Isole,1998,248
pranzo sul posto di lavoro,Isole,1999,226
pranzo sul posto di lavoro,Isole,2000,301
pranzo sul posto di lavoro,Isole,2001,273
pranzo sul posto di lavoro,Isole,2002,241
pranzo sul posto di lavoro,Isole,2003,269
pranzo sul posto di lavoro,Isole,2005,227
pranzo sul posto di lavoro,Isole,2006,244
pranzo sul posto di lavoro,Isole,2007,239
pranzo sul posto di lavoro,Isole,2008,305
pranzo sul posto di lavoro,Isole,2009,248
pranzo sul posto di lavoro,Isole,2010,286
pranzo sul posto di lavoro,Isole,2011,319
pranzo sul posto di lavoro,Isole,2012,292
pranzo sul posto di lavoro,Isole,2013,297
pranzo sul posto di lavoro,Isole,2014,284
pranzo sul posto di lavoro,Isole,2015,284
pranzo sul posto di lavoro,Isole,2016,350
pranzo sul posto di lavoro,Isole,2017,365
pranzo sul posto di lavoro,Isole,2018,366
pranzo sul posto di lavoro,Isole,2019,350
pranzo sul posto di lavoro,Isole,2020,343
pranzo sul posto di lavoro,Isole,2021,368
pranzo sul posto di lavoro,Isole,2022,312
pranzo sul posto di lavoro,Isole,2023,362
colazione con latte e del cibo,periferia area metropolitana,1993,0
colazione con latte e del cibo,periferia area metropolitana,1994,0
colazione con latte e del cibo,periferia area metropolitana,1995,0
colazione con latte e del cibo,periferia area metropolitana,1996,3099
colazione con latte e del cibo,periferia area metropolitana,1997,3276
colazione con latte e del cibo,periferia area metropolitana,1998,3190
colazione con latte e del cibo,periferia area metropolitana,1999,2824
colazione con latte e del cibo,periferia area metropolitana,2000,2964
colazione con latte e del cibo,periferia area metropolitana,2001,2740
colazione con latte e del cibo,periferia area metropolitana,2002,3098
colazione con latte e del cibo,periferia area metropolitana,2003,3113
colazione con latte e del cibo,periferia area metropolitana,2005,3208
colazione con latte e del cibo,periferia area metropolitana,2006,3095
colazione con latte e del cibo,periferia area metropolitana,2007,3319
colazione con latte e del cibo,periferia area metropolitana,2008,3351
colazione con latte e del cibo,periferia area metropolitana,2009,3163
colazione con latte e del cibo,periferia area metropolitana,2010,3437
colazione con latte e del cibo,periferia area metropolitana,2011,3288
colazione con latte e del cibo,periferia area metropolitana,2012,3296
colazione con latte e del cibo,periferia area metropolitana,2013,3170
colazione con latte e del cibo,periferia area metropolitana,2014,3382
colazione con latte e del cibo,periferia area metropolitana,2015,3323
colazione con latte e del cibo,periferia area metropolitana,2016,3261
colazione con latte e del cibo,periferia area metropolitana,2017,3057
colazione con latte e del cibo,periferia area metropolitana,2018,3378
colazione con latte e del cibo,periferia area metropolitana,2019,3292
colazione con latte e del cibo,periferia area metropolitana,2020,3429
colazione con latte e del cibo,periferia area metropolitana,2021,3402
colazione con latte e del cibo,periferia area metropolitana,2022,3420
colazione con latte e del cibo,periferia area metropolitana,2023,3252
pranzo al ristorante o trattoria,Basilicata,1993,3
pranzo al ristorante o trattoria,Basilicata,1994,4
pranzo al ristorante o trattoria,Basilicata,1995,5
pranzo al ristorante o trattoria,Basilicata,1996,2
pranzo al ristorante o trattoria,Basilicata,1997,3
pranzo al ristorante o trattoria,Basilicata,1998,4
pranzo al ristorante o trattoria,Basilicata,1999,5
pranzo al ristorante o trattoria,Basilicata,2000,8
pranzo al ristorante o trattoria,Basilicata,2001,4
pranzo al ristorante o trattoria,Basilicata,2002,7
pranzo al ristorante o trattoria,Basilicata,2003,6
pranzo al ristorante o trattoria,Basilicata,2005,5
pranzo al ristorante o trattoria,Basilicata,2006,6
pranzo al ristorante o trattoria,Basilicata,2007,6
pranzo al ristorante o trattoria,Basilicata,2008,7
pranzo al ristorante o trattoria,Basilicata,2009,5
pranzo al ristorante o trattoria,Basilicata,2010,5
pranzo al ristorante o trattoria,Basilicata,2011,5
pranzo al ristorante o trattoria,Basilicata,2012,5
pranzo al ristorante o trattoria,Basilicata,2013,5
pranzo al ristorante o trattoria,Basilicata,2014,5
pranzo al ristorante o trattoria,Basilicata,2015,10
pranzo al ristorante o trattoria,Basilicata,2016,6
pranzo al ristorante o trattoria,Basilicata,2017,4
pranzo al ristorante o trattoria,Basilicata,2018,10
pranzo al ristorante o trattoria,Basilicata,2019,6
pranzo al ristorante o trattoria,Basilicata,2020,4
pranzo al ristorante o trattoria,Basilicata,2021,3
pranzo al ristorante o trattoria,Basilicata,2022,4
pranzo al ristorante o trattoria,Basilicata,2023,4
pasto principale il pranzo,Umbria,1993,675
pasto principale il pranzo,Umbria,1994,664
pasto principale il pranzo,Umbria,1995,652
pasto principale il pranzo,Umbria,1996,630
pasto principale il pranzo,Umbria,1997,608
pasto principale il pranzo,Umbria,1998,615
pasto principale il pranzo,Umbria,1999,636
pasto principale il pranzo,Umbria,2000,600
pasto principale il pranzo,Umbria,2001,603
pasto principale il pranzo,Umbria,2002,609
pasto principale il pranzo,Umbria,2003,594
pasto principale il pranzo,Umbria,2005,641
pasto principale il pranzo,Umbria,2006,633
pasto principale il pranzo,Umbria,2007,621
pasto principale il pranzo,Umbria,2008,634
pasto principale il pranzo,Umbria,2009,633
pasto principale il pranzo,Umbria,2010,608
pasto principale il pranzo,Umbria,2011,599
pasto principale il pranzo,Umbria,2012,611
pasto principale il pranzo,Umbria,2013,625
pasto principale il pranzo,Umbria,2014,609
pasto principale il pranzo,Umbria,2015,600
pasto principale il pranzo,Umbria,2016,579
pasto principale il pranzo,Umbria,2017,606
pasto principale il pranzo,Umbria,2018,608
pasto principale il pranzo,Umbria,2019,604
pasto principale il pranzo,Umbria,2020,576
pasto principale il pranzo,Umbria,2021,540
pasto principale il pranzo,Umbria,2022,549
pasto principale il pranzo,Umbria,2023,539
pranzo in mensa,Marche,1993,0
pranzo in mensa,Marche,1994,0
pranzo in mensa,Marche,1995,0
pranzo in mensa,Marche,1996,0
pranzo in mensa,Marche,1997,75
pranzo in mensa,Marche,1998,91
pranzo in mensa,Marche,1999,76
pranzo in mensa,Marche,2000,74
pranzo in mensa,Marche,2001,61
pranzo in mensa,Marche,2002,78
pranzo in mensa,Marche,2003,100
pranzo in mensa,Marche,2005,97
pranzo in mensa,Marche,2006,79
pranzo in mensa,Marche,2007,95
pranzo in mensa,Marche,2008,83
pranzo in mensa,Marche,2009,112
pranzo in mensa,Marche,2010,89
pranzo in mensa,Marche,2011,96
pranzo in mensa,Marche,2012,81
pranzo in mensa,Marche,2013,91
pranzo in mensa,Marche,2014,70
pranzo in mensa,Marche,2015,79
pranzo in mensa,Marche,2016,76
pranzo in mensa,Marche,2017,87
pranzo in mensa,Marche,2018,70
pranzo in mensa,Marche,2019,77
pranzo in mensa,Marche,2020,68
pranzo in mensa,Marche,2021,72
pranzo in mensa,Marche,2022,64
pranzo in mensa,Marche,2023,84
colazione adeguata (con latte e/o del cibo),Abruzzo,1993,833
colazione adeguata (con latte e/o del cibo),Abruzzo,1994,854
colazione adeguata (con latte e/o del cibo),Abruzzo,1995,866
colazione adeguata (con latte e/o del cibo),Abruzzo,1996,939
colazione adeguata (con latte e/o del cibo),Abruzzo,1997,903
colazione adeguata (con latte e/o del cibo),Abruzzo,1998,968
colazione adeguata (con latte e/o del cibo),Abruzzo,1999,937
colazione adeguata (con latte e/o del cibo),Abruzzo,2000,975
colazione adeguata (con latte e/o del cibo),Abruzzo,2001,901
colazione adeguata (con latte e/o del cibo),Abruzzo,2002,980
colazione adeguata (con latte e/o del cibo),Abruzzo,2003,944
colazione adeguata (con latte e/o del cibo),Abruzzo,2005,981
colazione adeguata (con latte e/o del cibo),Abruzzo,2006,999
colazione adeguata (con latte e/o del cibo),Abruzzo,2007,975
colazione adeguata (con latte e/o del cibo),Abruzzo,2008,1092
colazione adeguata (con latte e/o del cibo),Abruzzo,2009,1042
colazione adeguata (con latte e/o del cibo),Abruzzo,2010,1071
colazione adeguata (con latte e/o del cibo),Abruzzo,2011,1056
colazione adeguata (con latte e/o del cibo),Abruzzo,2012,1097
colazione adeguata (con latte e/o del cibo),Abruzzo,2013,1074
colazione adeguata (con latte e/o del cibo),Abruzzo,2014,1024
colazione adeguata (con latte e/o del cibo),Abruzzo,2015,1084
colazione adeguata (con latte e/o del cibo),Abruzzo,2016,1050
colazione adeguata (con latte e/o del cibo),Abruzzo,2017,1087
colazione adeguata (con latte e/o del cibo),Abruzzo,2018,1024
colazione adeguata (con latte e/o del cibo),Abruzzo,2019,1049
colazione adeguata (con latte e/o del cibo),Abruzzo,2020,1031
colazione adeguata (con latte e/o del cibo),Abruzzo,2021,1029
colazione adeguata (con latte e/o del cibo),Abruzzo,2022,1023
colazione adeguata (con latte e/o del cibo),Abruzzo,2023,1016
pranzo al bar,Sicilia,1993,10
pranzo al bar,Sicilia,1994,24
pranzo al bar,Sicilia,1995,20
pranzo al bar,Sicilia,1996,34
pranzo al bar,Sicilia,1997,19
pranzo al bar,Sicilia,1998,18
pranzo al bar,Sicilia,1999,51
