Tipo_dato,Sesso,Classe_di_età,TIME,Value
pranzo al ristorante o trattoria,maschi,75 anni e più,2002,4
pranzo al ristorante o trattoria,maschi,75 anni e più,2003,2
pranzo al ristorante o trattoria,maschi,75 anni e più,2005,5
pranzo al ristorante o trattoria,maschi,75 anni e più,2006,5
pranzo al ristorante o trattoria,maschi,75 anni e più,2007,8
pranzo al ristorante o trattoria,maschi,75 anni e più,2008,9
pranzo al ristorante o trattoria,maschi,75 anni e più,2009,2
pranzo al ristorante o trattoria,maschi,75 anni e più,2010,12
pranzo al ristorante o trattoria,maschi,75 anni e più,2011,5
pranzo al ristorante o trattoria,maschi,75 anni e più,2012,6
pranzo al ristorante o trattoria,maschi,75 anni e più,2013,3
pranzo al ristorante o trattoria,maschi,75 anni e più,2014,4
pranzo al ristorante o trattoria,maschi,75 anni e più,2015,15
pranzo al ristorante o trattoria,maschi,75 anni e più,2016,8
pranzo al ristorante o trattoria,maschi,75 anni e più,2017,18
pranzo al ristorante o trattoria,maschi,75 anni e più,2018,11
pranzo al ristorante o trattoria,maschi,75 anni e più,2019,11
pranzo al ristorante o trattoria,maschi,75 anni e più,2020,9
pranzo al ristorante o trattoria,maschi,75 anni e più,2021,5
pranzo al ristorante o trattoria,maschi,75 anni e più,2022,15
pranzo al ristorante o trattoria,maschi,75 anni e più,2023,15
pranzo in casa,maschi,3-5 anni,1994,503
pranzo in casa,maschi,3-5 anni,1995,475
pranzo in casa,maschi,3-5 anni,1996,440
pranzo in casa,maschi,3-5 anni,1997,382
pranzo in casa,maschi,3-5 anni,1998,310
pranzo in casa,maschi,3-5 anni,1999,327
pranzo in casa,maschi,3-5 anni,2000,306
pranzo in casa,maschi,3-5 anni,2001,311
pranzo in casa,maschi,3-5 anni,2002,321
pranzo in casa,maschi,3-5 anni,2003,317
pranzo in casa,maschi,3-5 anni,2005,290
pranzo in casa,maschi,3-5 anni,2006,306
pranzo in casa,maschi,3-5 anni,2007,283
pranzo in casa,maschi,3-5 anni,2008,310
pranzo in casa,maschi,3-5 anni,2009,343
pranzo in casa,maschi,3-5 anni,2010,341
pranzo in casa,maschi,3-5 anni,2011,290
pranzo in casa,maschi,3-5 anni,2012,301
pranzo in casa,maschi,3-5 anni,2013,349
pranzo in casa,maschi,3-5 anni,2014,322
pranzo in casa,maschi,3-5 anni,2015,282
pranzo in casa,maschi,3-5 anni,2016,321
pranzo in casa,maschi,3-5 anni,2017,336
pranzo in casa,maschi,3-5 anni,2018,296
pranzo in casa,maschi,3-5 anni,2019,284
pranzo in casa,maschi,3-5 anni,2020,418
pranzo in casa,maschi,3-5 anni,2021,386
pranzo in casa,maschi,3-5 anni,2022,388
pranzo in casa,maschi,3-5 anni,2023,322
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,1994,3088
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,1995,3339
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,1996,3606
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,1997,3585
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,1998,3599
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,1999,3505
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2000,3357
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2001,3330
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2002,3343
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2003,3307
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2005,3258
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2006,3233
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2007,3182
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2008,3113
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2009,3115
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2010,2947
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2011,2950
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2012,2912
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2013,2785
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2014,2834
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2015,2795
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2016,2776
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2017,2782
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2018,2619
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2019,2695
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2020,2624
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2021,2585
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2022,2509
colazione adeguata (con latte e/o del cibo),femmine,25-34 anni,2023,2445
pranzo in casa,maschi,3 anni e più,1994,21305
pranzo in casa,maschi,3 anni e più,1995,20738
pranzo in casa,maschi,3 anni e più,1996,20440
pranzo in casa,maschi,3 anni e più,1997,19819
pranzo in casa,maschi,3 anni e più,1998,19291
pranzo in casa,maschi,3 anni e più,1999,19118
pranzo in casa,maschi,3 anni e più,2000,18556
pranzo in casa,maschi,3 anni e più,2001,18714
pranzo in casa,maschi,3 anni e più,2002,18664
pranzo in casa,maschi,3 anni e più,2003,18758
pranzo in casa,maschi,3 anni e più,2005,18759
pranzo in casa,maschi,3 anni e più,2006,18929
pranzo in casa,maschi,3 anni e più,2007,18757
pranzo in casa,maschi,3 anni e più,2008,18714
pranzo in casa,maschi,3 anni e più,2009,18876
pranzo in casa,maschi,3 anni e più,2010,19008
pranzo in casa,maschi,3 anni e più,2011,18824
pranzo in casa,maschi,3 anni e più,2012,19259
pranzo in casa,maschi,3 anni e più,2013,19422
pranzo in casa,maschi,3 anni e più,2014,19545
pranzo in casa,maschi,3 anni e più,2015,19270
pranzo in casa,maschi,3 anni e più,2016,19084
pranzo in casa,maschi,3 anni e più,2017,19082
pranzo in casa,maschi,3 anni e più,2018,18959
pranzo in casa,maschi,3 anni e più,2019,18997
pranzo in casa,maschi,3 anni e più,2020,19813
pranzo in casa,maschi,3 anni e più,2021,19828
pranzo in casa,maschi,3 anni e più,2022,19160
pranzo in casa,maschi,3 anni e più,2023,18895
pasto principale la cena,femmine,11-14 anni,1994,161
pasto principale la cena,femmine,11-14 anni,1995,167
pasto principale la cena,femmine,11-14 anni,1996,202
pasto principale la cena,femmine,11-14 anni,1997,180
pasto principale la cena,femmine,11-14 anni,1998,170
pasto principale la cena,femmine,11-14 anni,1999,190
pasto principale la cena,femmine,11-14 anni,2000,190
pasto principale la cena,femmine,11-14 anni,2001,156
pasto principale la cena,femmine,11-14 anni,2002,173
pasto principale la cena,femmine,11-14 anni,2003,169
pasto principale la cena,femmine,11-14 anni,2005,221
pasto principale la cena,femmine,11-14 anni,2006,168
pasto principale la cena,femmine,11-14 anni,2007,202
pasto principale la cena,femmine,11-14 anni,2008,206
pasto principale la cena,femmine,11-14 anni,2009,209
pasto principale la cena,femmine,11-14 anni,2010,173
pasto principale la cena,femmine,11-14 anni,2011,162
pasto principale la cena,femmine,11-14 anni,2012,162
pasto principale la cena,femmine,11-14 anni,2013,169
pasto principale la cena,femmine,11-14 anni,2014,211
pasto principale la cena,femmine,11-14 anni,2015,204
pasto principale la cena,femmine,11-14 anni,2016,160
pasto principale la cena,femmine,11-14 anni,2017,192
pasto principale la cena,femmine,11-14 anni,2018,167
pasto principale la cena,femmine,11-14 anni,2019,166
pasto principale la cena,femmine,11-14 anni,2020,190
pasto principale la cena,femmine,11-14 anni,2021,199
pasto principale la cena,femmine,11-14 anni,2022,205
pasto principale la cena,femmine,11-14 anni,2023,268
pasto principale il pranzo,femmine,3 anni e più,1994,22530
pasto principale il pranzo,femmine,3 anni e più,1995,22527
pasto principale il pranzo,femmine,3 anni e più,1996,21648
pasto principale il pranzo,femmine,3 anni e più,1997,21780
pasto principale il pranzo,femmine,3 anni e più,1998,21336
pasto principale il pranzo,femmine,3 anni e più,1999,21001
pasto principale il pranzo,femmine,3 anni e più,2000,20703
pasto principale il pranzo,femmine,3 anni e più,2001,21032
pasto principale il pranzo,femmine,3 anni e più,2002,20692
pasto principale il pranzo,femmine,3 anni e più,2003,20900
pasto principale il pranzo,femmine,3 anni e più,2005,20954
pasto principale il pranzo,femmine,3 anni e più,2006,21082
pasto principale il pranzo,femmine,3 anni e più,2007,21004
pasto principale il pranzo,femmine,3 anni e più,2008,20688
pasto principale il pranzo,femmine,3 anni e più,2009,20802
pasto principale il pranzo,femmine,3 anni e più,2010,20984
pasto principale il pranzo,femmine,3 anni e più,2011,20983
pasto principale il pranzo,femmine,3 anni e più,2012,21046
pasto principale il pranzo,femmine,3 anni e più,2013,21056
pasto principale il pranzo,femmine,3 anni e più,2014,21163
pasto principale il pranzo,femmine,3 anni e più,2015,20871
pasto principale il pranzo,femmine,3 anni e più,2016,20770
pasto principale il pranzo,femmine,3 anni e più,2017,20548
pasto principale il pranzo,femmine,3 anni e più,2018,20554
pasto principale il pranzo,femmine,3 anni e più,2019,20331
pasto principale il pranzo,femmine,3 anni e più,2020,20419
pasto principale il pranzo,femmine,3 anni e più,2021,20059
pasto principale il pranzo,femmine,3 anni e più,2022,19199
pasto principale il pranzo,femmine,3 anni e più,2023,18660
pranzo in casa,femmine,65-74 anni,1994,3159
pranzo in casa,femmine,65-74 anni,1995,3248
pranzo in casa,femmine,65-74 anni,1996,3263
pranzo in casa,femmine,65-74 anni,1997,3320
pranzo in casa,femmine,65-74 anni,1998,3254
pranzo in casa,femmine,65-74 anni,1999,3076
pranzo in casa,femmine,65-74 anni,2000,3162
pranzo in casa,femmine,65-74 anni,2001,3229
pranzo in casa,femmine,65-74 anni,2002,3199
pranzo in casa,femmine,65-74 anni,2003,3212
pranzo in casa,femmine,65-74 anni,2005,3285
pranzo in casa,femmine,65-74 anni,2006,3211
pranzo in casa,femmine,65-74 anni,2007,3272
pranzo in casa,femmine,65-74 anni,2008,3327
pranzo in casa,femmine,65-74 anni,2009,3219
pranzo in casa,femmine,65-74 anni,2010,3281
pranzo in casa,femmine,65-74 anni,2011,3189
pranzo in casa,femmine,65-74 anni,2012,3210
pranzo in casa,femmine,65-74 anni,2013,3274
pranzo in casa,femmine,65-74 anni,2014,3334
pranzo in casa,femmine,65-74 anni,2015,3285
pranzo in casa,femmine,65-74 anni,2016,3334
pranzo in casa,femmine,65-74 anni,2017,3338
pranzo in casa,femmine,65-74 anni,2018,3449
pranzo in casa,femmine,65-74 anni,2019,3422
pranzo in casa,femmine,65-74 anni,2020,3566
pranzo in casa,femmine,65-74 anni,2021,3672
pranzo in casa,femmine,65-74 anni,2022,3522
pranzo in casa,femmine,65-74 anni,2023,3473
pranzo al bar,maschi,45-54 anni,1994,104
pranzo al bar,maschi,45-54 anni,1995,121
pranzo al bar,maschi,45-54 anni,1996,144
pranzo al bar,maschi,45-54 anni,1997,99
pranzo al bar,maschi,45-54 anni,1998,120
pranzo al bar,maschi,45-54 anni,1999,123
pranzo al bar,maschi,45-54 anni,2000,117
pranzo al bar,maschi,45-54 anni,2001,155
pranzo al bar,maschi,45-54 anni,2002,171
pranzo al bar,maschi,45-54 anni,2003,194
pranzo al bar,maschi,45-54 anni,2005,194
pranzo al bar,maschi,45-54 anni,2006,150
pranzo al bar,maschi,45-54 anni,2007,185
pranzo al bar,maschi,45-54 anni,2008,187
pranzo al bar,maschi,45-54 anni,2009,210
pranzo al bar,maschi,45-54 anni,2010,206
pranzo al bar,maschi,45-54 anni,2011,219
pranzo al bar,maschi,45-54 anni,2012,236
pranzo al bar,maschi,45-54 anni,2013,286
pranzo al bar,maschi,45-54 anni,2014,192
pranzo al bar,maschi,45-54 anni,2015,212
pranzo al bar,maschi,45-54 anni,2016,250
pranzo al bar,maschi,45-54 anni,2017,222
pranzo al bar,maschi,45-54 anni,2018,239
pranzo al bar,maschi,45-54 anni,2019,185
pranzo al bar,maschi,45-54 anni,2020,159
pranzo al bar,maschi,45-54 anni,2021,150
pranzo al bar,maschi,45-54 anni,2022,123
pranzo al bar,maschi,45-54 anni,2023,142
pasto principale la cena,maschi,25-34 anni,1994,1190
pasto principale la cena,maschi,25-34 anni,1995,1232
pasto principale la cena,maschi,25-34 anni,1996,1421
pasto principale la cena,maschi,25-34 anni,1997,1463
pasto principale la cena,maschi,25-34 anni,1998,1407
pasto principale la cena,maschi,25-34 anni,1999,1398
pasto principale la cena,maschi,25-34 anni,2000,1472
pasto principale la cena,maschi,25-34 anni,2001,1232
pasto principale la cena,maschi,25-34 anni,2002,1356
pasto principale la cena,maschi,25-34 anni,2003,1318
pasto principale la cena,maschi,25-34 anni,2005,1422
pasto principale la cena,maschi,25-34 anni,2006,1262
pasto principale la cena,maschi,25-34 anni,2007,1323
pasto principale la cena,maschi,25-34 anni,2008,1284
pasto principale la cena,maschi,25-34 anni,2009,1179
pasto principale la cena,maschi,25-34 anni,2010,1243
pasto principale la cena,maschi,25-34 anni,2011,1237
pasto principale la cena,maschi,25-34 anni,2012,1121
pasto principale la cena,maschi,25-34 anni,2013,1083
pasto principale la cena,maschi,25-34 anni,2014,1127
pasto principale la cena,maschi,25-34 anni,2015,1094
pasto principale la cena,maschi,25-34 anni,2016,1094
pasto principale la cena,maschi,25-34 anni,2017,1058
pasto principale la cena,maschi,25-34 anni,2018,1068
pasto principale la cena,maschi,25-34 anni,2019,951
pasto principale la cena,maschi,25-34 anni,2020,1031
pasto principale la cena,maschi,25-34 anni,2021,1012
pasto principale la cena,maschi,25-34 anni,2022,924
pasto principale la cena,maschi,25-34 anni,2023,980
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,1994,949
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,1995,874
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,1996,921
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,1997,836
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,1998,851
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,1999,686
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2000,780
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2001,718
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2002,734
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2003,816
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2005,738
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2006,723
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2007,761
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2008,770
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2009,745
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2010,770
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2011,692
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2012,680
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2013,783
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2014,761
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2015,753
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2016,705
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2017,763
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2018,747
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2019,718
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2020,736
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2021,736
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2022,625
colazione adeguata (con latte e/o del cibo),maschi,15-17 anni,2023,683
pranzo al ristorante o trattoria,femmine,55-59 anni,1994,6
pranzo al ristorante o trattoria,femmine,55-59 anni,1995,6
pranzo al ristorante o trattoria,femmine,55-59 anni,1996,14
pranzo al ristorante o trattoria,femmine,55-59 anni,1997,7
pranzo al ristorante o trattoria,femmine,55-59 anni,1998,5
pranzo al ristorante o trattoria,femmine,55-59 anni,1999,9
pranzo al ristorante o trattoria,femmine,55-59 anni,2000,7
pranzo al ristorante o trattoria,femmine,55-59 anni,2001,14
pranzo al ristorante o trattoria,femmine,55-59 anni,2002,6
pranzo al ristorante o trattoria,femmine,55-59 anni,2003,14
pranzo al ristorante o trattoria,femmine,55-59 anni,2005,9
pranzo al ristorante o trattoria,femmine,55-59 anni,2006,6
pranzo al ristorante o trattoria,femmine,55-59 anni,2007,13
pranzo al ristorante o trattoria,femmine,55-59 anni,2008,12
pranzo al ristorante o trattoria,femmine,55-59 anni,2009,19
pranzo al ristorante o trattoria,femmine,55-59 anni,2010,20
pranzo al ristorante o trattoria,femmine,55-59 anni,2011,19
pranzo al ristorante o trattoria,femmine,55-59 anni,2012,11
pranzo al ristorante o trattoria,femmine,55-59 anni,2013,25
pranzo al ristorante o trattoria,femmine,55-59 anni,2014,44
pranzo al ristorante o trattoria,femmine,55-59 anni,2015,15
pranzo al ristorante o trattoria,femmine,55-59 anni,2016,17
pranzo al ristorante o trattoria,femmine,55-59 anni,2017,28
pranzo al ristorante o trattoria,femmine,55-59 anni,2018,19
pranzo al ristorante o trattoria,femmine,55-59 anni,2019,42
pranzo al ristorante o trattoria,femmine,55-59 anni,2020,21
pranzo al ristorante o trattoria,femmine,55-59 anni,2021,22
pranzo al ristorante o trattoria,femmine,55-59 anni,2022,10
pranzo al ristorante o trattoria,femmine,55-59 anni,2023,23
pranzo al ristorante o trattoria,femmine,20-24 anni,1994,44
pranzo al ristorante o trattoria,femmine,20-24 anni,1995,35
pranzo al ristorante o trattoria,femmine,20-24 anni,1996,29
pranzo al ristorante o trattoria,femmine,20-24 anni,1997,32
pranzo al ristorante o trattoria,femmine,20-24 anni,1998,19
pranzo al ristorante o trattoria,femmine,20-24 anni,1999,20
pranzo al ristorante o trattoria,femmine,20-24 anni,2000,38
pranzo al ristorante o trattoria,femmine,20-24 anni,2001,37
pranzo al ristorante o trattoria,femmine,20-24 anni,2002,35
pranzo al ristorante o trattoria,femmine,20-24 anni,2003,44
pranzo al ristorante o trattoria,femmine,20-24 anni,2005,21
pranzo al ristorante o trattoria,femmine,20-24 anni,2006,40
pranzo al ristorante o trattoria,femmine,20-24 anni,2007,21
pranzo al ristorante o trattoria,femmine,20-24 anni,2008,21
pranzo al ristorante o trattoria,femmine,20-24 anni,2009,34
pranzo al ristorante o trattoria,femmine,20-24 anni,2010,34
pranzo al ristorante o trattoria,femmine,20-24 anni,2011,29
pranzo al ristorante o trattoria,femmine,20-24 anni,2012,19
pranzo al ristorante o trattoria,femmine,20-24 anni,2013,19
pranzo al ristorante o trattoria,femmine,20-24 anni,2014,12
pranzo al ristorante o trattoria,femmine,20-24 anni,2015,24
pranzo al ristorante o trattoria,femmine,20-24 anni,2016,13
pranzo al ristorante o trattoria,femmine,20-24 anni,2017,26
pranzo al ristorante o trattoria,femmine,20-24 anni,2018,21
pranzo al ristorante o trattoria,femmine,20-24 anni,2019,30
pranzo al ristorante o trattoria,femmine,20-24 anni,2020,21
pranzo al ristorante o trattoria,femmine,20-24 anni,2021,11
pranzo al ristorante o trattoria,femmine,20-24 anni,2022,24
pranzo al ristorante o trattoria,femmine,20-24 anni,2023,16
pasto principale il pranzo,maschi,35-44 anni,1994,2549
pasto principale il pranzo,maschi,35-44 anni,1995,2501
pasto principale il pranzo,maschi,35-44 anni,1996,2532
pasto principale il pranzo,maschi,35-44 anni,1997,2600
pasto principale il pranzo,maschi,35-44 anni,1998,2428
pasto principale il pranzo,maschi,35-44 anni,1999,2562
pasto principale il pranzo,maschi,35-44 anni,2000,2559
pasto principale il pranzo,maschi,35-44 anni,2001,2566
pasto principale il pranzo,maschi,35-44 anni,2002,2570
pasto principale il pranzo,maschi,35-44 anni,2003,2611
pasto principale il pranzo,maschi,35-44 anni,2005,2628
pasto principale il pranzo,maschi,35-44 anni,2006,2802
pasto principale il pranzo,maschi,35-44 anni,2007,2781
pasto principale il pranzo,maschi,35-44 anni,2008,2718
pasto principale il pranzo,maschi,35-44 anni,2009,2597
pasto principale il pranzo,maschi,35-44 anni,2010,2740
pasto principale il pranzo,maschi,35-44 anni,2011,2663
pasto principale il pranzo,maschi,35-44 anni,2012,2607
pasto principale il pranzo,maschi,35-44 anni,2013,2613
pasto principale il pranzo,maschi,35-44 anni,2014,2577
pasto principale il pranzo,maschi,35-44 anni,2015,2466
pasto principale il pranzo,maschi,35-44 anni,2016,2371
pasto principale il pranzo,maschi,35-44 anni,2017,2349
pasto principale il pranzo,maschi,35-44 anni,2018,2347
pasto principale il pranzo,maschi,35-44 anni,2019,2303
pasto principale il pranzo,maschi,35-44 anni,2020,2097
pasto principale il pranzo,maschi,35-44 anni,2021,1999
pasto principale il pranzo,maschi,35-44 anni,2022,1967
pasto principale il pranzo,maschi,35-44 anni,2023,1907
pasto principale il pranzo,femmine,6-10 anni,1994,1156
pasto principale il pranzo,femmine,6-10 anni,1995,1110
pasto principale il pranzo,femmine,6-10 anni,1996,1051
pasto principale il pranzo,femmine,6-10 anni,1997,1074
pasto principale il pranzo,femmine,6-10 anni,1998,1067
pasto principale il pranzo,femmine,6-10 anni,1999,1030
pasto principale il pranzo,femmine,6-10 anni,2000,1002
pasto principale il pranzo,femmine,6-10 anni,2001,989
pasto principale il pranzo,femmine,6-10 anni,2002,1000
pasto principale il pranzo,femmine,6-10 anni,2003,955
pasto principale il pranzo,femmine,6-10 anni,2005,948
pasto principale il pranzo,femmine,6-10 anni,2006,1033
pasto principale il pranzo,femmine,6-10 anni,2007,951
pasto principale il pranzo,femmine,6-10 anni,2008,976
pasto principale il pranzo,femmine,6-10 anni,2009,917
pasto principale il pranzo,femmine,6-10 anni,2010,979
pasto principale il pranzo,femmine,6-10 anni,2011,1049
pasto principale il pranzo,femmine,6-10 anni,2012,1015
pasto principale il pranzo,femmine,6-10 anni,2013,1021
pasto principale il pranzo,femmine,6-10 anni,2014,974
pasto principale il pranzo,femmine,6-10 anni,2015,923
pasto principale il pranzo,femmine,6-10 anni,2016,927
pasto principale il pranzo,femmine,6-10 anni,2017,1016
pasto principale il pranzo,femmine,6-10 anni,2018,953
pasto principale il pranzo,femmine,6-10 anni,2019,946
pasto principale il pranzo,femmine,6-10 anni,2020,930
pasto principale il pranzo,femmine,6-10 anni,2021,830
pasto principale il pranzo,femmine,6-10 anni,2022,746
pasto principale il pranzo,femmine,6-10 anni,2023,796
pranzo al bar,maschi,55-59 anni,1994,19
pranzo al bar,maschi,55-59 anni,1995,25
pranzo al bar,maschi,55-59 anni,1996,37
pranzo al bar,maschi,55-59 anni,1997,37
pranzo al bar,maschi,55-59 anni,1998,20
pranzo al bar,maschi,55-59 anni,1999,31
pranzo al bar,maschi,55-59 anni,2000,32
pranzo al bar,maschi,55-59 anni,2001,33
pranzo al bar,maschi,55-59 anni,2002,32
pranzo al bar,maschi,55-59 anni,2003,47
pranzo al bar,maschi,55-59 anni,2005,43
pranzo al bar,maschi,55-59 anni,2006,44
pranzo al bar,maschi,55-59 anni,2007,50
pranzo al bar,maschi,55-59 anni,2008,51
pranzo al bar,maschi,55-59 anni,2009,69
pranzo al bar,maschi,55-59 anni,2010,82
pranzo al bar,maschi,55-59 anni,2011,71
pranzo al bar,maschi,55-59 anni,2012,76
pranzo al bar,maschi,55-59 anni,2013,128
pranzo al bar,maschi,55-59 anni,2014,57
pranzo al bar,maschi,55-59 anni,2015,90
pranzo al bar,maschi,55-59 anni,2016,93
pranzo al bar,maschi,55-59 anni,2017,70
pranzo al bar,maschi,55-59 anni,2018,68
pranzo al bar,maschi,55-59 anni,2019,81
pranzo al bar,maschi,55-59 anni,2020,74
pranzo al bar,maschi,55-59 anni,2021,62
pranzo al bar,maschi,55-59 anni,2022,61
pranzo al bar,maschi,55-59 anni,2023,86
pasto principale il pranzo,maschi,60-64 anni,1994,1322
pasto principale il pranzo,maschi,60-64 anni,1995,1279
pasto principale il pranzo,maschi,60-64 anni,1996,1266
pasto principale il pranzo,maschi,60-64 anni,1997,1257
pasto principale il pranzo,maschi,60-64 anni,1998,1343
pasto principale il pranzo,maschi,60-64 anni,1999,1299
pasto principale il pranzo,maschi,60-64 anni,2000,1335
pasto principale il pranzo,maschi,60-64 anni,2001,1240
pasto principale il pranzo,maschi,60-64 anni,2002,1394
pasto principale il pranzo,maschi,60-64 anni,2003,1308
pasto principale il pranzo,maschi,60-64 anni,2005,1237
pasto principale il pranzo,maschi,60-64 anni,2006,1247
pasto principale il pranzo,maschi,60-64 anni,2007,1270
pasto principale il pranzo,maschi,60-64 anni,2008,1301
pasto principale il pranzo,maschi,60-64 anni,2009,1316
pasto principale il pranzo,maschi,60-64 anni,2010,1376
pasto principale il pranzo,maschi,60-64 anni,2011,1324
pasto principale il pranzo,maschi,60-64 anni,2012,1274
pasto principale il pranzo,maschi,60-64 anni,2013,1270
pasto principale il pranzo,maschi,60-64 anni,2014,1218
pasto principale il pranzo,maschi,60-64 anni,2015,1183
pasto principale il pranzo,maschi,60-64 anni,2016,1241
pasto principale il pranzo,maschi,60-64 anni,2017,1286
pasto principale il pranzo,maschi,60-64 anni,2018,1187
pasto principale il pranzo,maschi,60-64 anni,2019,1243
pasto principale il pranzo,maschi,60-64 anni,2020,1280
pasto principale il pranzo,maschi,60-64 anni,2021,1197
pasto principale il pranzo,maschi,60-64 anni,2022,1276
pasto principale il pranzo,maschi,60-64 anni,2023,1280
pranzo sul posto di lavoro,femmine,11-14 anni,1994,0
pranzo sul posto di lavoro,femmine,11-14 anni,1995,0
pranzo sul posto di lavoro,femmine,11-14 anni,1996,0
pranzo sul posto di lavoro,femmine,11-14 anni,1997,3
pranzo sul posto di lavoro,femmine,11-14 anni,1998,3
pranzo sul posto di lavoro,femmine,11-14 anni,1999,1
pranzo sul posto di lavoro,femmine,11-14 anni,2000,0
pranzo sul posto di lavoro,femmine,11-14 anni,2001,1
pranzo sul posto di lavoro,femmine,11-14 anni,2002,0
pranzo sul posto di lavoro,femmine,11-14 anni,2003,0
pranzo sul posto di lavoro,femmine,11-14 anni,2005,0
pranzo sul posto di lavoro,femmine,11-14 anni,2006,0
pranzo sul posto di lavoro,femmine,11-14 anni,2007,0
pranzo sul posto di lavoro,femmine,11-14 anni,2008,0
pranzo sul posto di lavoro,femmine,11-14 anni,2009,0
pranzo sul posto di lavoro,femmine,11-14 anni,2010,0
pranzo sul posto di lavoro,femmine,11-14 anni,2011,0
pranzo sul posto di lavoro,femmine,11-14 anni,2012,0
pranzo sul posto di lavoro,femmine,11-14 anni,2013,0
pranzo sul posto di lavoro,femmine,11-14 anni,2014,0
pranzo sul posto di lavoro,femmine,11-14 anni,2015,0
pranzo sul posto di lavoro,femmine,11-14 anni,2016,0
pranzo sul posto di lavoro,femmine,11-14 anni,2017,0
pranzo sul posto di lavoro,femmine,11-14 anni,2018,0
pranzo sul posto di lavoro,femmine,11-14 anni,2019,0
pranzo sul posto di lavoro,femmine,11-14 anni,2020,0
pranzo sul posto di lavoro,femmine,11-14 anni,2021,0
pranzo sul posto di lavoro,femmine,11-14 anni,2022,0
pranzo sul posto di lavoro,femmine,11-14 anni,2023,0
colazione con latte e del cibo,femmine,3-5 anni,1994,0
colazione con latte e del cibo,femmine,3-5 anni,1995,0
colazione con latte e del cibo,femmine,3-5 anni,1996,556
colazione con latte e del cibo,femmine,3-5 anni,1997,543
colazione con latte e del cibo,femmine,3-5 anni,1998,528
colazione con latte e del cibo,femmine,3-5 anni,1999,508
colazione con latte e del cibo,femmine,3-5 anni,2000,476
colazione con latte e del cibo,femmine,3-5 anni,2001,502
colazione con latte e del cibo,femmine,3-5 anni,2002,444
colazione con latte e del cibo,femmine,3-5 anni,2003,494
colazione con latte e del cibo,femmine,3-5 anni,2005,537
colazione con latte e del cibo,femmine,3-5 anni,2006,546
