Tipo_dato,Sesso,Classe_di_età,TIME,Value
pasto principale la cena,maschi,11-14 anni,1994,157
pasto principale la cena,maschi,11-14 anni,1995,196
pasto principale la cena,maschi,11-14 anni,1996,215
pasto principale la cena,maschi,11-14 anni,1997,213
pasto principale la cena,maschi,11-14 anni,1998,204
pasto principale la cena,maschi,11-14 anni,1999,199
pasto principale la cena,maschi,11-14 anni,2000,202
pasto principale la cena,maschi,11-14 anni,2001,168
pasto principale la cena,maschi,11-14 anni,2002,212
pasto principale la cena,maschi,11-14 anni,2003,195
pasto principale la cena,maschi,11-14 anni,2005,200
pasto principale la cena,maschi,11-14 anni,2006,213
pasto principale la cena,maschi,11-14 anni,2007,211
pasto principale la cena,maschi,11-14 anni,2008,224
pasto principale la cena,maschi,11-14 anni,2009,216
pasto principale la cena,maschi,11-14 anni,2010,258
pasto principale la cena,maschi,11-14 anni,2011,189
pasto principale la cena,maschi,11-14 anni,2012,221
pasto principale la cena,maschi,11-14 anni,2013,261
pasto principale la cena,maschi,11-14 anni,2014,225
pasto principale la cena,maschi,11-14 anni,2015,227
pasto principale la cena,maschi,11-14 anni,2016,233
pasto principale la cena,maschi,11-14 anni,2017,240
pasto principale la cena,maschi,11-14 anni,2018,213
pasto principale la cena,maschi,11-14 anni,2019,283
pasto principale la cena,maschi,11-14 anni,2020,208
pasto principale la cena,maschi,11-14 anni,2021,205
pasto principale la cena,maschi,11-14 anni,2022,234
pasto principale la cena,maschi,11-14 anni,2023,269
colazione con latte e del cibo,maschi,3-5 anni,1994,0
colazione con latte e del cibo,maschi,3-5 anni,1995,0
colazione con latte e del cibo,maschi,3-5 anni,1996,610
colazione con latte e del cibo,maschi,3-5 anni,1997,570
colazione con latte e del cibo,maschi,3-5 anni,1998,539
colazione con latte e del cibo,maschi,3-5 anni,1999,545
colazione con latte e del cibo,maschi,3-5 anni,2000,531
colazione con latte e del cibo,maschi,3-5 anni,2001,521
colazione con latte e del cibo,maschi,3-5 anni,2002,524
colazione con latte e del cibo,maschi,3-5 anni,2003,549
colazione con latte e del cibo,maschi,3-5 anni,2005,593
colazione con latte e del cibo,maschi,3-5 anni,2006,595
colazione con latte e del cibo,maschi,3-5 anni,2007,563
colazione con latte e del cibo,maschi,3-5 anni,2008,572
colazione con latte e del cibo,maschi,3-5 anni,2009,555
colazione con latte e del cibo,maschi,3-5 anni,2010,601
colazione con latte e del cibo,maschi,3-5 anni,2011,616
colazione con latte e del cibo,maschi,3-5 anni,2012,578
colazione con latte e del cibo,maschi,3-5 anni,2013,615
colazione con latte e del cibo,maschi,3-5 anni,2014,556
colazione con latte e del cibo,maschi,3-5 anni,2015,568
colazione con latte e del cibo,maschi,3-5 anni,2016,513
colazione con latte e del cibo,maschi,3-5 anni,2017,487
colazione con latte e del cibo,maschi,3-5 anni,2018,415
colazione con latte e del cibo,maschi,3-5 anni,2019,443
colazione con latte e del cibo,maschi,3-5 anni,2020,390
colazione con latte e del cibo,maschi,3-5 anni,2021,407
colazione con latte e del cibo,maschi,3-5 anni,2022,374
colazione con latte e del cibo,maschi,3-5 anni,2023,354
colazione con latte e del cibo,maschi,3 anni e più,1994,0
colazione con latte e del cibo,maschi,3 anni e più,1995,0
colazione con latte e del cibo,maschi,3 anni e più,1996,12129
colazione con latte e del cibo,maschi,3 anni e più,1997,11864
colazione con latte e del cibo,maschi,3 anni e più,1998,11769
colazione con latte e del cibo,maschi,3 anni e più,1999,11428
colazione con latte e del cibo,maschi,3 anni e più,2000,11018
colazione con latte e del cibo,maschi,3 anni e più,2001,10835
colazione con latte e del cibo,maschi,3 anni e più,2002,11062
colazione con latte e del cibo,maschi,3 anni e più,2003,11218
colazione con latte e del cibo,maschi,3 anni e più,2005,12310
colazione con latte e del cibo,maschi,3 anni e più,2006,12058
colazione con latte e del cibo,maschi,3 anni e più,2007,12346
colazione con latte e del cibo,maschi,3 anni e più,2008,12564
colazione con latte e del cibo,maschi,3 anni e più,2009,12402
colazione con latte e del cibo,maschi,3 anni e più,2010,12377
colazione con latte e del cibo,maschi,3 anni e più,2011,12442
colazione con latte e del cibo,maschi,3 anni e più,2012,12458
colazione con latte e del cibo,maschi,3 anni e più,2013,12526
colazione con latte e del cibo,maschi,3 anni e più,2014,12231
colazione con latte e del cibo,maschi,3 anni e più,2015,12391
colazione con latte e del cibo,maschi,3 anni e più,2016,12050
colazione con latte e del cibo,maschi,3 anni e più,2017,11504
colazione con latte e del cibo,maschi,3 anni e più,2018,11094
colazione con latte e del cibo,maschi,3 anni e più,2019,10774
colazione con latte e del cibo,maschi,3 anni e più,2020,10810
colazione con latte e del cibo,maschi,3 anni e più,2021,10624
colazione con latte e del cibo,maschi,3 anni e più,2022,10582
colazione con latte e del cibo,maschi,3 anni e più,2023,10130
pasto principale la cena,femmine,20-24 anni,1994,447
pasto principale la cena,femmine,20-24 anni,1995,385
pasto principale la cena,femmine,20-24 anni,1996,455
pasto principale la cena,femmine,20-24 anni,1997,429
pasto principale la cena,femmine,20-24 anni,1998,460
pasto principale la cena,femmine,20-24 anni,1999,387
pasto principale la cena,femmine,20-24 anni,2000,389
pasto principale la cena,femmine,20-24 anni,2001,338
pasto principale la cena,femmine,20-24 anni,2002,418
pasto principale la cena,femmine,20-24 anni,2003,390
pasto principale la cena,femmine,20-24 anni,2005,337
pasto principale la cena,femmine,20-24 anni,2006,338
pasto principale la cena,femmine,20-24 anni,2007,303
pasto principale la cena,femmine,20-24 anni,2008,344
pasto principale la cena,femmine,20-24 anni,2009,320
pasto principale la cena,femmine,20-24 anni,2010,348
pasto principale la cena,femmine,20-24 anni,2011,322
pasto principale la cena,femmine,20-24 anni,2012,341
pasto principale la cena,femmine,20-24 anni,2013,410
pasto principale la cena,femmine,20-24 anni,2014,360
pasto principale la cena,femmine,20-24 anni,2015,363
pasto principale la cena,femmine,20-24 anni,2016,309
pasto principale la cena,femmine,20-24 anni,2017,360
pasto principale la cena,femmine,20-24 anni,2018,285
pasto principale la cena,femmine,20-24 anni,2019,309
pasto principale la cena,femmine,20-24 anni,2020,214
pasto principale la cena,femmine,20-24 anni,2021,248
pasto principale la cena,femmine,20-24 anni,2022,294
pasto principale la cena,femmine,20-24 anni,2023,320
pranzo in mensa,femmine,3 anni e più,1994,0
pranzo in mensa,femmine,3 anni e più,1995,0
pranzo in mensa,femmine,3 anni e più,1996,0
pranzo in mensa,femmine,3 anni e più,1997,1530
pranzo in mensa,femmine,3 anni e più,1998,1623
pranzo in mensa,femmine,3 anni e più,1999,1593
pranzo in mensa,femmine,3 anni e più,2000,1627
pranzo in mensa,femmine,3 anni e più,2001,1640
pranzo in mensa,femmine,3 anni e più,2002,1762
pranzo in mensa,femmine,3 anni e più,2003,1805
pranzo in mensa,femmine,3 anni e più,2005,1817
pranzo in mensa,femmine,3 anni e più,2006,1825
pranzo in mensa,femmine,3 anni e più,2007,1844
pranzo in mensa,femmine,3 anni e più,2008,1895
pranzo in mensa,femmine,3 anni e più,2009,2014
pranzo in mensa,femmine,3 anni e più,2010,1959
pranzo in mensa,femmine,3 anni e più,2011,1982
pranzo in mensa,femmine,3 anni e più,2012,1870
pranzo in mensa,femmine,3 anni e più,2013,1859
pranzo in mensa,femmine,3 anni e più,2014,1908
pranzo in mensa,femmine,3 anni e più,2015,2005
pranzo in mensa,femmine,3 anni e più,2016,1938
pranzo in mensa,femmine,3 anni e più,2017,1951
pranzo in mensa,femmine,3 anni e più,2018,2162
pranzo in mensa,femmine,3 anni e più,2019,1992
pranzo in mensa,femmine,3 anni e più,2020,1588
pranzo in mensa,femmine,3 anni e più,2021,1620
pranzo in mensa,femmine,3 anni e più,2022,1792
pranzo in mensa,femmine,3 anni e più,2023,1984
pranzo sul posto di lavoro,maschi,18-19 anni,1994,0
pranzo sul posto di lavoro,maschi,18-19 anni,1995,0
pranzo sul posto di lavoro,maschi,18-19 anni,1996,0
pranzo sul posto di lavoro,maschi,18-19 anni,1997,19
pranzo sul posto di lavoro,maschi,18-19 anni,1998,22
pranzo sul posto di lavoro,maschi,18-19 anni,1999,37
pranzo sul posto di lavoro,maschi,18-19 anni,2000,20
pranzo sul posto di lavoro,maschi,18-19 anni,2001,31
pranzo sul posto di lavoro,maschi,18-19 anni,2002,18
pranzo sul posto di lavoro,maschi,18-19 anni,2003,23
pranzo sul posto di lavoro,maschi,18-19 anni,2005,22
pranzo sul posto di lavoro,maschi,18-19 anni,2006,26
pranzo sul posto di lavoro,maschi,18-19 anni,2007,22
pranzo sul posto di lavoro,maschi,18-19 anni,2008,13
pranzo sul posto di lavoro,maschi,18-19 anni,2009,17
pranzo sul posto di lavoro,maschi,18-19 anni,2010,8
pranzo sul posto di lavoro,maschi,18-19 anni,2011,24
pranzo sul posto di lavoro,maschi,18-19 anni,2012,9
pranzo sul posto di lavoro,maschi,18-19 anni,2013,8
pranzo sul posto di lavoro,maschi,18-19 anni,2014,11
pranzo sul posto di lavoro,maschi,18-19 anni,2015,7
pranzo sul posto di lavoro,maschi,18-19 anni,2016,8
pranzo sul posto di lavoro,maschi,18-19 anni,2017,6
pranzo sul posto di lavoro,maschi,18-19 anni,2018,16
pranzo sul posto di lavoro,maschi,18-19 anni,2019,13
pranzo sul posto di lavoro,maschi,18-19 anni,2020,17
pranzo sul posto di lavoro,maschi,18-19 anni,2021,18
pranzo sul posto di lavoro,maschi,18-19 anni,2022,13
pranzo sul posto di lavoro,maschi,18-19 anni,2023,18
pasto principale la cena,femmine,55-59 anni,1994,194
pasto principale la cena,femmine,55-59 anni,1995,205
pasto principale la cena,femmine,55-59 anni,1996,234
pasto principale la cena,femmine,55-59 anni,1997,257
pasto principale la cena,femmine,55-59 anni,1998,264
pasto principale la cena,femmine,55-59 anni,1999,292
pasto principale la cena,femmine,55-59 anni,2000,289
pasto principale la cena,femmine,55-59 anni,2001,235
pasto principale la cena,femmine,55-59 anni,2002,306
pasto principale la cena,femmine,55-59 anni,2003,302
pasto principale la cena,femmine,55-59 anni,2005,351
pasto principale la cena,femmine,55-59 anni,2006,370
pasto principale la cena,femmine,55-59 anni,2007,400
pasto principale la cena,femmine,55-59 anni,2008,355
pasto principale la cena,femmine,55-59 anni,2009,375
pasto principale la cena,femmine,55-59 anni,2010,459
pasto principale la cena,femmine,55-59 anni,2011,466
pasto principale la cena,femmine,55-59 anni,2012,505
pasto principale la cena,femmine,55-59 anni,2013,488
pasto principale la cena,femmine,55-59 anni,2014,462
pasto principale la cena,femmine,55-59 anni,2015,535
pasto principale la cena,femmine,55-59 anni,2016,546
pasto principale la cena,femmine,55-59 anni,2017,506
pasto principale la cena,femmine,55-59 anni,2018,560
pasto principale la cena,femmine,55-59 anni,2019,540
pasto principale la cena,femmine,55-59 anni,2020,541
pasto principale la cena,femmine,55-59 anni,2021,549
pasto principale la cena,femmine,55-59 anni,2022,605
pasto principale la cena,femmine,55-59 anni,2023,647
pranzo sul posto di lavoro,maschi,6-10 anni,1994,0
pranzo sul posto di lavoro,maschi,6-10 anni,1995,0
pranzo sul posto di lavoro,maschi,6-10 anni,1996,0
pranzo sul posto di lavoro,maschi,6-10 anni,1997,0
pranzo sul posto di lavoro,maschi,6-10 anni,1998,0
pranzo sul posto di lavoro,maschi,6-10 anni,1999,5
pranzo sul posto di lavoro,maschi,6-10 anni,2000,3
pranzo sul posto di lavoro,maschi,6-10 anni,2001,4
pranzo sul posto di lavoro,maschi,6-10 anni,2002,1
pranzo sul posto di lavoro,maschi,6-10 anni,2003,0
pranzo sul posto di lavoro,maschi,6-10 anni,2005,0
pranzo sul posto di lavoro,maschi,6-10 anni,2006,0
pranzo sul posto di lavoro,maschi,6-10 anni,2007,0
pranzo sul posto di lavoro,maschi,6-10 anni,2008,0
pranzo sul posto di lavoro,maschi,6-10 anni,2009,0
pranzo sul posto di lavoro,maschi,6-10 anni,2010,0
pranzo sul posto di lavoro,maschi,6-10 anni,2011,0
pranzo sul posto di lavoro,maschi,6-10 anni,2012,0
pranzo sul posto di lavoro,maschi,6-10 anni,2013,0
pranzo sul posto di lavoro,maschi,6-10 anni,2014,0
pranzo sul posto di lavoro,maschi,6-10 anni,2015,0
pranzo sul posto di lavoro,maschi,6-10 anni,2016,0
pranzo sul posto di lavoro,maschi,6-10 anni,2017,0
pranzo sul posto di lavoro,maschi,6-10 anni,2018,0
pranzo sul posto di lavoro,maschi,6-10 anni,2019,0
pranzo sul posto di lavoro,maschi,6-10 anni,2020,0
pranzo sul posto di lavoro,maschi,6-10 anni,2021,0
pranzo sul posto di lavoro,maschi,6-10 anni,2022,0
pranzo sul posto di lavoro,maschi,6-10 anni,2023,0
pranzo al bar,maschi,75 anni e più,1994,4
pranzo al bar,maschi,75 anni e più,1995,2
pranzo al bar,maschi,75 anni e più,1996,2
pranzo al bar,maschi,75 anni e più,1997,3
pranzo al bar,maschi,75 anni e più,1998,1
pranzo al bar,maschi,75 anni e più,1999,3
pranzo al bar,maschi,75 anni e più,2000,0
pranzo al bar,maschi,75 anni e più,2001,0
pranzo al bar,maschi,75 anni e più,2002,1
pranzo al bar,maschi,75 anni e più,2003,0
pranzo al bar,maschi,75 anni e più,2005,1
pranzo al bar,maschi,75 anni e più,2006,2
pranzo al bar,maschi,75 anni e più,2007,1
pranzo al bar,maschi,75 anni e più,2008,3
pranzo al bar,maschi,75 anni e più,2009,4
pranzo al bar,maschi,75 anni e più,2010,5
pranzo al bar,maschi,75 anni e più,2011,4
pranzo al bar,maschi,75 anni e più,2012,1
pranzo al bar,maschi,75 anni e più,2013,0
pranzo al bar,maschi,75 anni e più,2014,0
pranzo al bar,maschi,75 anni e più,2015,7
pranzo al bar,maschi,75 anni e più,2016,0
pranzo al bar,maschi,75 anni e più,2017,4
pranzo al bar,maschi,75 anni e più,2018,3
pranzo al bar,maschi,75 anni e più,2019,1
pranzo al bar,maschi,75 anni e più,2020,4
pranzo al bar,maschi,75 anni e più,2021,10
pranzo al bar,maschi,75 anni e più,2022,7
pranzo al bar,maschi,75 anni e più,2023,3
pranzo sul posto di lavoro,maschi,55-59 anni,1994,0
pranzo sul posto di lavoro,maschi,55-59 anni,1995,0
pranzo sul posto di lavoro,maschi,55-59 anni,1996,0
pranzo sul posto di lavoro,maschi,55-59 anni,1997,110
pranzo sul posto di lavoro,maschi,55-59 anni,1998,100
pranzo sul posto di lavoro,maschi,55-59 anni,1999,97
pranzo sul posto di lavoro,maschi,55-59 anni,2000,107
pranzo sul posto di lavoro,maschi,55-59 anni,2001,103
pranzo sul posto di lavoro,maschi,55-59 anni,2002,104
pranzo sul posto di lavoro,maschi,55-59 anni,2003,109
pranzo sul posto di lavoro,maschi,55-59 anni,2005,140
pranzo sul posto di lavoro,maschi,55-59 anni,2006,118
pranzo sul posto di lavoro,maschi,55-59 anni,2007,125
pranzo sul posto di lavoro,maschi,55-59 anni,2008,148
pranzo sul posto di lavoro,maschi,55-59 anni,2009,159
pranzo sul posto di lavoro,maschi,55-59 anni,2010,141
pranzo sul posto di lavoro,maschi,55-59 anni,2011,177
pranzo sul posto di lavoro,maschi,55-59 anni,2012,200
pranzo sul posto di lavoro,maschi,55-59 anni,2013,180
pranzo sul posto di lavoro,maschi,55-59 anni,2014,208
pranzo sul posto di lavoro,maschi,55-59 anni,2015,247
pranzo sul posto di lavoro,maschi,55-59 anni,2016,265
pranzo sul posto di lavoro,maschi,55-59 anni,2017,288
pranzo sul posto di lavoro,maschi,55-59 anni,2018,295
pranzo sul posto di lavoro,maschi,55-59 anni,2019,292
pranzo sul posto di lavoro,maschi,55-59 anni,2020,324
pranzo sul posto di lavoro,maschi,55-59 anni,2021,389
pranzo sul posto di lavoro,maschi,55-59 anni,2022,390
pranzo sul posto di lavoro,maschi,55-59 anni,2023,409
pranzo sul posto di lavoro,maschi,15-17 anni,1994,0
pranzo sul posto di lavoro,maschi,15-17 anni,1995,0
pranzo sul posto di lavoro,maschi,15-17 anni,1996,0
pranzo sul posto di lavoro,maschi,15-17 anni,1997,9
pranzo sul posto di lavoro,maschi,15-17 anni,1998,13
pranzo sul posto di lavoro,maschi,15-17 anni,1999,10
pranzo sul posto di lavoro,maschi,15-17 anni,2000,10
pranzo sul posto di lavoro,maschi,15-17 anni,2001,6
pranzo sul posto di lavoro,maschi,15-17 anni,2002,18
pranzo sul posto di lavoro,maschi,15-17 anni,2003,6
pranzo sul posto di lavoro,maschi,15-17 anni,2005,5
pranzo sul posto di lavoro,maschi,15-17 anni,2006,2
pranzo sul posto di lavoro,maschi,15-17 anni,2007,3
pranzo sul posto di lavoro,maschi,15-17 anni,2008,6
pranzo sul posto di lavoro,maschi,15-17 anni,2009,6
pranzo sul posto di lavoro,maschi,15-17 anni,2010,1
pranzo sul posto di lavoro,maschi,15-17 anni,2011,6
pranzo sul posto di lavoro,maschi,15-17 anni,2012,2
pranzo sul posto di lavoro,maschi,15-17 anni,2013,0
pranzo sul posto di lavoro,maschi,15-17 anni,2014,1
pranzo sul posto di lavoro,maschi,15-17 anni,2015,1
pranzo sul posto di lavoro,maschi,15-17 anni,2016,0
pranzo sul posto di lavoro,maschi,15-17 anni,2017,0
pranzo sul posto di lavoro,maschi,15-17 anni,2018,5
pranzo sul posto di lavoro,maschi,15-17 anni,2019,0
pranzo sul posto di lavoro,maschi,15-17 anni,2020,0
pranzo sul posto di lavoro,maschi,15-17 anni,2021,4
pranzo sul posto di lavoro,maschi,15-17 anni,2022,1
pranzo sul posto di lavoro,maschi,15-17 anni,2023,0
pasto principale la cena,femmine,15-17 anni,1994,170
pasto principale la cena,femmine,15-17 anni,1995,130
pasto principale la cena,femmine,15-17 anni,1996,173
pasto principale la cena,femmine,15-17 anni,1997,150
pasto principale la cena,femmine,15-17 anni,1998,154
pasto principale la cena,femmine,15-17 anni,1999,165
pasto principale la cena,femmine,15-17 anni,2000,170
pasto principale la cena,femmine,15-17 anni,2001,147
pasto principale la cena,femmine,15-17 anni,2002,151
pasto principale la cena,femmine,15-17 anni,2003,145
pasto principale la cena,femmine,15-17 anni,2005,201
pasto principale la cena,femmine,15-17 anni,2006,150
pasto principale la cena,femmine,15-17 anni,2007,130
pasto principale la cena,femmine,15-17 anni,2008,153
pasto principale la cena,femmine,15-17 anni,2009,172
pasto principale la cena,femmine,15-17 anni,2010,179
pasto principale la cena,femmine,15-17 anni,2011,150
pasto principale la cena,femmine,15-17 anni,2012,159
pasto principale la cena,femmine,15-17 anni,2013,180
pasto principale la cena,femmine,15-17 anni,2014,133
pasto principale la cena,femmine,15-17 anni,2015,172
pasto principale la cena,femmine,15-17 anni,2016,124
pasto principale la cena,femmine,15-17 anni,2017,131
pasto principale la cena,femmine,15-17 anni,2018,178
pasto principale la cena,femmine,15-17 anni,2019,123
pasto principale la cena,femmine,15-17 anni,2020,137
pasto principale la cena,femmine,15-17 anni,2021,158
pasto principale la cena,femmine,15-17 anni,2022,135
pasto principale la cena,femmine,15-17 anni,2023,160
pranzo al bar,femmine,6-10 anni,1994,1
pranzo al bar,femmine,6-10 anni,1995,1
pranzo al bar,femmine,6-10 anni,1996,0
pranzo al bar,femmine,6-10 anni,1997,0
pranzo al bar,femmine,6-10 anni,1998,0
pranzo al bar,femmine,6-10 anni,1999,0
pranzo al bar,femmine,6-10 anni,2000,0
pranzo al bar,femmine,6-10 anni,2001,0
pranzo al bar,femmine,6-10 anni,2002,0
pranzo al bar,femmine,6-10 anni,2003,0
pranzo al bar,femmine,6-10 anni,2005,1
pranzo al bar,femmine,6-10 anni,2006,2
pranzo al bar,femmine,6-10 anni,2007,0
pranzo al bar,femmine,6-10 anni,2008,0
pranzo al bar,femmine,6-10 anni,2009,0
pranzo al bar,femmine,6-10 anni,2010,0
pranzo al bar,femmine,6-10 anni,2011,0
pranzo al bar,femmine,6-10 anni,2012,0
pranzo al bar,femmine,6-10 anni,2013,0
pranzo al bar,femmine,6-10 anni,2014,0
pranzo al bar,femmine,6-10 anni,2015,0
pranzo al bar,femmine,6-10 anni,2016,3
pranzo al bar,femmine,6-10 anni,2017,1
pranzo al bar,femmine,6-10 anni,2018,10
pranzo al bar,femmine,6-10 anni,2019,0
pranzo al bar,femmine,6-10 anni,2020,1
pranzo al bar,femmine,6-10 anni,2021,0
pranzo al bar,femmine,6-10 anni,2022,0
pranzo al bar,femmine,6-10 anni,2023,0
pranzo al bar,femmine,11-14 anni,1994,3
pranzo al bar,femmine,11-14 anni,1995,5
pranzo al bar,femmine,11-14 anni,1996,0
pranzo al bar,femmine,11-14 anni,1997,2
pranzo al bar,femmine,11-14 anni,1998,3
pranzo al bar,femmine,11-14 anni,1999,0
pranzo al bar,femmine,11-14 anni,2000,2
pranzo al bar,femmine,11-14 anni,2001,0
pranzo al bar,femmine,11-14 anni,2002,1
pranzo al bar,femmine,11-14 anni,2003,5
pranzo al bar,femmine,11-14 anni,2005,3
pranzo al bar,femmine,11-14 anni,2006,1
pranzo al bar,femmine,11-14 anni,2007,2
pranzo al bar,femmine,11-14 anni,2008,7
pranzo al bar,femmine,11-14 anni,2009,2
pranzo al bar,femmine,11-14 anni,2010,2
pranzo al bar,femmine,11-14 anni,2011,6
pranzo al bar,femmine,11-14 anni,2012,8
pranzo al bar,femmine,11-14 anni,2013,1
pranzo al bar,femmine,11-14 anni,2014,5
pranzo al bar,femmine,11-14 anni,2015,9
pranzo al bar,femmine,11-14 anni,2016,2
pranzo al bar,femmine,11-14 anni,2017,2
pranzo al bar,femmine,11-14 anni,2018,9
pranzo al bar,femmine,11-14 anni,2019,4
pranzo al bar,femmine,11-14 anni,2020,6
pranzo al bar,femmine,11-14 anni,2021,0
pranzo al bar,femmine,11-14 anni,2022,0
pranzo al bar,femmine,11-14 anni,2023,4
pranzo in mensa,femmine,6-10 anni,1994,0
pranzo in mensa,femmine,6-10 anni,1995,0
pranzo in mensa,femmine,6-10 anni,1996,0
pranzo in mensa,femmine,6-10 anni,1997,256
pranzo in mensa,femmine,6-10 anni,1998,316
pranzo in mensa,femmine,6-10 anni,1999,344
pranzo in mensa,femmine,6-10 anni,2000,318
pranzo in mensa,femmine,6-10 anni,2001,327
pranzo in mensa,femmine,6-10 anni,2002,371
pranzo in mensa,femmine,6-10 anni,2003,340
pranzo in mensa,femmine,6-10 anni,2005,389
pranzo in mensa,femmine,6-10 anni,2006,441
pranzo in mensa,femmine,6-10 anni,2007,383
pranzo in mensa,femmine,6-10 anni,2008,451
pranzo in mensa,femmine,6-10 anni,2009,519
pranzo in mensa,femmine,6-10 anni,2010,520
pranzo in mensa,femmine,6-10 anni,2011,495
pranzo in mensa,femmine,6-10 anni,2012,477
pranzo in mensa,femmine,6-10 anni,2013,518
pranzo in mensa,femmine,6-10 anni,2014,456
pranzo in mensa,femmine,6-10 anni,2015,504
pranzo in mensa,femmine,6-10 anni,2016,503
pranzo in mensa,femmine,6-10 anni,2017,496
pranzo in mensa,femmine,6-10 anni,2018,562
pranzo in mensa,femmine,6-10 anni,2019,518
pranzo in mensa,femmine,6-10 anni,2020,400
pranzo in mensa,femmine,6-10 anni,2021,456
pranzo in mensa,femmine,6-10 anni,2022,528
pranzo in mensa,femmine,6-10 anni,2023,527
pranzo sul posto di lavoro,maschi,35-44 anni,1994,0
pranzo sul posto di lavoro,maschi,35-44 anni,1995,0
pranzo sul posto di lavoro,maschi,35-44 anni,1996,0
pranzo sul posto di lavoro,maschi,35-44 anni,1997,426
pranzo sul posto di lavoro,maschi,35-44 anni,1998,557
pranzo sul posto di lavoro,maschi,35-44 anni,1999,568
pranzo sul posto di lavoro,maschi,35-44 anni,2000,644
pranzo sul posto di lavoro,maschi,35-44 anni,2001,589
pranzo sul posto di lavoro,maschi,35-44 anni,2002,677
pranzo sul posto di lavoro,maschi,35-44 anni,2003,573
pranzo sul posto di lavoro,maschi,35-44 anni,2005,721
pranzo sul posto di lavoro,maschi,35-44 anni,2006,693
pranzo sul posto di lavoro,maschi,35-44 anni,2007,721
pranzo sul posto di lavoro,maschi,35-44 anni,2008,816
pranzo sul posto di lavoro,maschi,35-44 anni,2009,791
pranzo sul posto di lavoro,maschi,35-44 anni,2010,743
pranzo sul posto di lavoro,maschi,35-44 anni,2011,763
pranzo sul posto di lavoro,maschi,35-44 anni,2012,771
pranzo sul posto di lavoro,maschi,35-44 anni,2013,816
pranzo sul posto di lavoro,maschi,35-44 anni,2014,748
pranzo sul posto di lavoro,maschi,35-44 anni,2015,697
pranzo sul posto di lavoro,maschi,35-44 anni,2016,810
pranzo sul posto di lavoro,maschi,35-44 anni,2017,837
pranzo sul posto di lavoro,maschi,35-44 anni,2018,870
pranzo sul posto di lavoro,maschi,35-44 anni,2019,774
pranzo sul posto di lavoro,maschi,35-44 anni,2020,813
pranzo sul posto di lavoro,maschi,35-44 anni,2021,812
pranzo sul posto di lavoro,maschi,35-44 anni,2022,680
pranzo sul posto di lavoro,maschi,35-44 anni,2023,818
pranzo al bar,femmine,75 anni e più,1994,0
pranzo al bar,femmine,75 anni e più,1995,1
pranzo al bar,femmine,75 anni e più,1996,2
pranzo al bar,femmine,75 anni e più,1997,0
pranzo al bar,femmine,75 anni e più,1998,0
pranzo al bar,femmine,75 anni e più,1999,0
pranzo al bar,femmine,75 anni e più,2000,0
pranzo al bar,femmine,75 anni e più,2001,0
pranzo al bar,femmine,75 anni e più,2002,0
pranzo al bar,femmine,75 anni e più,2003,2
pranzo al bar,femmine,75 anni e più,2005,3
pranzo al bar,femmine,75 anni e più,2006,1
pranzo al bar,femmine,75 anni e più,2007,2
pranzo al bar,femmine,75 anni e più,2008,0
pranzo al bar,femmine,75 anni e più,2009,0
pranzo al bar,femmine,75 anni e più,2010,2
pranzo al bar,femmine,75 anni e più,2011,0
pranzo al bar,femmine,75 anni e più,2012,1
pranzo al bar,femmine,75 anni e più,2013,4
pranzo al bar,femmine,75 anni e più,2014,1
pranzo al bar,femmine,75 anni e più,2015,4
pranzo al bar,femmine,75 anni e più,2016,2
pranzo al bar,femmine,75 anni e più,2017,2
pranzo al bar,femmine,75 anni e più,2018,1
pranzo al bar,femmine,75 anni e più,2019,4
pranzo al bar,femmine,75 anni e più,2020,1
pranzo al bar,femmine,75 anni e più,2021,1
pranzo al bar,femmine,75 anni e più,2022,4
pranzo al bar,femmine,75 anni e più,2023,4
pranzo sul posto di lavoro,femmine,55-59 anni,1994,0
pranzo sul posto di lavoro,femmine,55-59 anni,1995,0
pranzo sul posto di lavoro,femmine,55-59 anni,1996,0
pranzo sul posto di lavoro,femmine,55-59 anni,1997,28
pranzo sul posto di lavoro,femmine,55-59 anni,1998,45
pranzo sul posto di lavoro,femmine,55-59 anni,1999,38
pranzo sul posto di lavoro,femmine,55-59 anni,2000,44
pranzo sul posto di lavoro,femmine,55-59 anni,2001,33
pranzo sul posto di lavoro,femmine,55-59 anni,2002,45
pranzo sul posto di lavoro,femmine,55-59 anni,2003,57
pranzo sul posto di lavoro,femmine,55-59 anni,2005,63
pranzo sul posto di lavoro,femmine,55-59 anni,2006,57
pranzo sul posto di lavoro,femmine,55-59 anni,2007,89
pranzo sul posto di lavoro,femmine,55-59 anni,2008,72
pranzo sul posto di lavoro,femmine,55-59 anni,2009,85
pranzo sul posto di lavoro,femmine,55-59 anni,2010,89
pranzo sul posto di lavoro,femmine,55-59 anni,2011,123
pranzo sul posto di lavoro,femmine,55-59 anni,2012,165
pranzo sul posto di lavoro,femmine,55-59 anni,2013,143
pranzo sul posto di lavoro,femmine,55-59 anni,2014,140
pranzo sul posto di lavoro,femmine,55-59 anni,2015,188
pranzo sul posto di lavoro,femmine,55-59 anni,2016,204
pranzo sul posto di lavoro,femmine,55-59 anni,2017,230
pranzo sul posto di lavoro,femmine,55-59 anni,2018,229
pranzo sul posto di lavoro,femmine,55-59 anni,2019,260
pranzo sul posto di lavoro,femmine,55-59 anni,2020,247
pranzo sul posto di lavoro,femmine,55-59 anni,2021,315
