"ITTER107","Territorio","TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","1996","1996",20.7,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","1997","1997",20.4,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","1998","1998",21,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","1999","1999",20.7,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2000","2000",22,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2001","2001",20.2,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2002","2002",21.9,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2003","2003",21.5,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2005","2005",21.9,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2006","2006",20.9,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2007","2007",21.4,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2008","2008",22.3,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2009","2009",22.1,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2010","2010",22.4,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2011","2011",23.2,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2012","2012",23.3,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2013","2013",23.5,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2014","2014",22.7,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2015","2015",23.3,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2016","2016",22.9,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2017","2017",22.3,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2018","2018",22.4,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2019","2019",21.7,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2020","2020",21.2,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2021","2021",22.1,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2022","2022",22.7,,
"IT","Italia","3_MMEAL_DIN","pasto principale la cena","HSC","per 100 persone con le stesse caratteristiche","2023","2023",23.6,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","1993","1993",46496,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","1994","1994",46731,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","1995","1995",45828,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","1996","1996",45431,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","1997","1997",44110,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","1998","1998",43084,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","1999","1999",42679,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2000","2000",41784,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2001","2001",41910,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2002","2002",41863,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2003","2003",42197,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2005","2005",42316,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2006","2006",42468,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2007","2007",42142,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2008","2008",42351,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2009","2009",42350,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2010","2010",42779,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2011","2011",42446,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2012","2012",43339,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2013","2013",43546,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2014","2014",43555,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2015","2015",43306,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2016","2016",42816,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2017","2017",42904,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2018","2018",42231,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2019","2019",42501,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2020","2020",43982,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2021","2021",44142,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2022","2022",42407,,
"IT","Italia","3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2023","2023",41771,,
"IT","Italia","3_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","1993","1993",36776,,
"IT","Italia","3_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","1994","1994",38501,,
