"ITTER107","Territorio","TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2011","2011",51,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2012","2012",55,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2013","2013",53,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2014","2014",54,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2015","2015",49,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2016","2016",48,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2017","2017",60,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2018","2018",75,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2019","2019",55,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2020","2020",87,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2021","2021",85,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2022","2022",100,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","2023","2023",85,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1993","1993",85.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1994","1994",81.4,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1995","1995",83.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1996","1996",81.4,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1997","1997",82.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1998","1998",80.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1999","1999",77.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2000","2000",79.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2001","2001",81.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2002","2002",83.4,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2003","2003",80.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2005","2005",80.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2006","2006",79,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2007","2007",77.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2008","2008",76.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2009","2009",76,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2010","2010",72,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2011","2011",79,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2012","2012",75.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2013","2013",77.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2014","2014",72,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2015","2015",77.2,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2016","2016",77.5,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2017","2017",75.1,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2018","2018",76.2,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2019","2019",74.8,,
"ITD1","Provincia Autonoma Bolzano / Bozen","3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","2020","2020",74.4,,
