Tipo_dato,Sesso,TIME,Classe_di_età,Titolo_di_studio,Value
colazione adeguata (con latte e/o del cibo),femmine,2012,65 anni e più,totale,6065
colazione adeguata (con latte e/o del cibo),femmine,2013,65 anni e più,totale,6114
colazione adeguata (con latte e/o del cibo),femmine,2014,65 anni e più,totale,6255
colazione adeguata (con latte e/o del cibo),femmine,2015,65 anni e più,totale,6458
colazione adeguata (con latte e/o del cibo),femmine,2016,65 anni e più,totale,6493
colazione adeguata (con latte e/o del cibo),femmine,2017,65 anni e più,totale,6562
colazione adeguata (con latte e/o del cibo),femmine,2018,65 anni e più,totale,6553
colazione adeguata (con latte e/o del cibo),femmine,2019,65 anni e più,totale,6572
colazione adeguata (con latte e/o del cibo),femmine,2020,65 anni e più,totale,6714
colazione adeguata (con latte e/o del cibo),femmine,2021,65 anni e più,totale,6739
colazione adeguata (con latte e/o del cibo),femmine,2022,65 anni e più,totale,6746
colazione adeguata (con latte e/o del cibo),femmine,2023,65 anni e più,totale,6795
pasto principale il pranzo,femmine,1993,6 anni e più,laurea e post-laurea,803
pasto principale il pranzo,femmine,1994,6 anni e più,laurea e post-laurea,912
pasto principale il pranzo,femmine,1995,6 anni e più,laurea e post-laurea,925
pasto principale il pranzo,femmine,1996,6 anni e più,laurea e post-laurea,846
pasto principale il pranzo,femmine,1997,6 anni e più,laurea e post-laurea,1031
pasto principale il pranzo,femmine,1998,6 anni e più,laurea e post-laurea,916
pasto principale il pranzo,femmine,1999,6 anni e più,laurea e post-laurea,1000
pasto principale il pranzo,femmine,2000,6 anni e più,laurea e post-laurea,1022
pasto principale il pranzo,femmine,2001,6 anni e più,laurea e post-laurea,1085
pasto principale il pranzo,femmine,2002,6 anni e più,laurea e post-laurea,1067
pasto principale il pranzo,femmine,2003,6 anni e più,laurea e post-laurea,1099
pasto principale il pranzo,femmine,2005,6 anni e più,laurea e post-laurea,1278
pasto principale il pranzo,femmine,2006,6 anni e più,laurea e post-laurea,1524
pasto principale il pranzo,femmine,2007,6 anni e più,laurea e post-laurea,1506
pasto principale il pranzo,femmine,2008,6 anni e più,laurea e post-laurea,1497
pasto principale il pranzo,femmine,2009,6 anni e più,laurea e post-laurea,1612
pasto principale il pranzo,femmine,2010,6 anni e più,laurea e post-laurea,1765
pasto principale il pranzo,femmine,2011,6 anni e più,laurea e post-laurea,1721
pasto principale il pranzo,femmine,2012,6 anni e più,laurea e post-laurea,1983
pasto principale il pranzo,femmine,2013,6 anni e più,laurea e post-laurea,2053
pasto principale il pranzo,femmine,2014,6 anni e più,laurea e post-laurea,2107
pasto principale il pranzo,femmine,2015,6 anni e più,laurea e post-laurea,2311
pasto principale il pranzo,femmine,2016,6 anni e più,laurea e post-laurea,2299
pasto principale il pranzo,femmine,2017,6 anni e più,laurea e post-laurea,2236
pasto principale il pranzo,femmine,2018,6 anni e più,laurea e post-laurea,2429
pasto principale il pranzo,femmine,2019,6 anni e più,laurea e post-laurea,2511
pasto principale il pranzo,femmine,2020,6 anni e più,laurea e post-laurea,2674
pasto principale il pranzo,femmine,2021,6 anni e più,laurea e post-laurea,2939
pasto principale il pranzo,femmine,2022,6 anni e più,laurea e post-laurea,2846
pasto principale il pranzo,femmine,2023,6 anni e più,laurea e post-laurea,2723
pranzo sul posto di lavoro,maschi,1993,65 anni e più,licenza di scuola media,0
pranzo sul posto di lavoro,maschi,1994,65 anni e più,licenza di scuola media,0
pranzo sul posto di lavoro,maschi,1995,65 anni e più,licenza di scuola media,0
pranzo sul posto di lavoro,maschi,1996,65 anni e più,licenza di scuola media,0
pranzo sul posto di lavoro,maschi,1997,65 anni e più,licenza di scuola media,5
pranzo sul posto di lavoro,maschi,1998,65 anni e più,licenza di scuola media,3
pranzo sul posto di lavoro,maschi,1999,65 anni e più,licenza di scuola media,3
pranzo sul posto di lavoro,maschi,2000,65 anni e più,licenza di scuola media,2
pranzo sul posto di lavoro,maschi,2001,65 anni e più,licenza di scuola media,2
pranzo sul posto di lavoro,maschi,2002,65 anni e più,licenza di scuola media,6
pranzo sul posto di lavoro,maschi,2003,65 anni e più,licenza di scuola media,2
pranzo sul posto di lavoro,maschi,2005,65 anni e più,licenza di scuola media,1
pranzo sul posto di lavoro,maschi,2006,65 anni e più,licenza di scuola media,4
pranzo sul posto di lavoro,maschi,2007,65 anni e più,licenza di scuola media,2
pranzo sul posto di lavoro,maschi,2008,65 anni e più,licenza di scuola media,5
pranzo sul posto di lavoro,maschi,2009,65 anni e più,licenza di scuola media,2
pranzo sul posto di lavoro,maschi,2010,65 anni e più,licenza di scuola media,2
pranzo sul posto di lavoro,maschi,2011,65 anni e più,licenza di scuola media,6
pranzo sul posto di lavoro,maschi,2012,65 anni e più,licenza di scuola media,10
pranzo sul posto di lavoro,maschi,2013,65 anni e più,licenza di scuola media,10
pranzo sul posto di lavoro,maschi,2014,65 anni e più,licenza di scuola media,2
pranzo sul posto di lavoro,maschi,2015,65 anni e più,licenza di scuola media,13
pranzo sul posto di lavoro,maschi,2016,65 anni e più,licenza di scuola media,11
pranzo sul posto di lavoro,maschi,2017,65 anni e più,licenza di scuola media,11
pranzo sul posto di lavoro,maschi,2018,65 anni e più,licenza di scuola media,7
pranzo sul posto di lavoro,maschi,2019,65 anni e più,licenza di scuola media,22
pranzo sul posto di lavoro,maschi,2020,65 anni e più,licenza di scuola media,11
pranzo sul posto di lavoro,maschi,2021,65 anni e più,licenza di scuola media,11
pranzo sul posto di lavoro,maschi,2022,65 anni e più,licenza di scuola media,13
pranzo sul posto di lavoro,maschi,2023,65 anni e più,licenza di scuola media,15
pranzo al bar,femmine,1993,25-44 anni,diploma,118
pranzo al bar,femmine,1994,25-44 anni,diploma,122
pranzo al bar,femmine,1995,25-44 anni,diploma,145
pranzo al bar,femmine,1996,25-44 anni,diploma,165
pranzo al bar,femmine,1997,25-44 anni,diploma,126
pranzo al bar,femmine,1998,25-44 anni,diploma,110
pranzo al bar,femmine,1999,25-44 anni,diploma,148
pranzo al bar,femmine,2000,25-44 anni,diploma,150
pranzo al bar,femmine,2001,25-44 anni,diploma,167
pranzo al bar,femmine,2002,25-44 anni,diploma,152
pranzo al bar,femmine,2003,25-44 anni,diploma,168
pranzo al bar,femmine,2005,25-44 anni,diploma,149
pranzo al bar,femmine,2006,25-44 anni,diploma,174
pranzo al bar,femmine,2007,25-44 anni,diploma,130
pranzo al bar,femmine,2008,25-44 anni,diploma,145
pranzo al bar,femmine,2009,25-44 anni,diploma,173
pranzo al bar,femmine,2010,25-44 anni,diploma,137
pranzo al bar,femmine,2011,25-44 anni,diploma,151
pranzo al bar,femmine,2012,25-44 anni,diploma,128
pranzo al bar,femmine,2013,25-44 anni,diploma,102
pranzo al bar,femmine,2014,25-44 anni,diploma,113
pranzo al bar,femmine,2015,25-44 anni,diploma,90
pranzo al bar,femmine,2016,25-44 anni,diploma,90
pranzo al bar,femmine,2017,25-44 anni,diploma,63
pranzo al bar,femmine,2018,25-44 anni,diploma,69
pranzo al bar,femmine,2019,25-44 anni,diploma,54
pranzo al bar,femmine,2020,25-44 anni,diploma,41
pranzo al bar,femmine,2021,25-44 anni,diploma,25
pranzo al bar,femmine,2022,25-44 anni,diploma,43
pranzo al bar,femmine,2023,25-44 anni,diploma,33
pranzo al bar,femmine,1993,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,1994,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,1995,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,1996,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,1997,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,1998,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,1999,65 anni e più,licenza di scuola media,2
pranzo al bar,femmine,2000,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,2001,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,2002,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,2003,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,2005,65 anni e più,licenza di scuola media,2
pranzo al bar,femmine,2006,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,2007,65 anni e più,licenza di scuola media,1
pranzo al bar,femmine,2008,65 anni e più,licenza di scuola media,1
pranzo al bar,femmine,2009,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,2010,65 anni e più,licenza di scuola media,1
pranzo al bar,femmine,2011,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,2012,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,2013,65 anni e più,licenza di scuola media,2
pranzo al bar,femmine,2014,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,2015,65 anni e più,licenza di scuola media,3
pranzo al bar,femmine,2016,65 anni e più,licenza di scuola media,4
pranzo al bar,femmine,2017,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,2018,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,2019,65 anni e più,licenza di scuola media,3
pranzo al bar,femmine,2020,65 anni e più,licenza di scuola media,0
pranzo al bar,femmine,2021,65 anni e più,licenza di scuola media,1
pranzo al bar,femmine,2022,65 anni e più,licenza di scuola media,5
pranzo al bar,femmine,2023,65 anni e più,licenza di scuola media,3
pranzo in mensa,maschi,1993,25-44 anni,diploma,0
pranzo in mensa,maschi,1994,25-44 anni,diploma,0
pranzo in mensa,maschi,1995,25-44 anni,diploma,0
pranzo in mensa,maschi,1996,25-44 anni,diploma,0
pranzo in mensa,maschi,1997,25-44 anni,diploma,507
pranzo in mensa,maschi,1998,25-44 anni,diploma,456
pranzo in mensa,maschi,1999,25-44 anni,diploma,456
pranzo in mensa,maschi,2000,25-44 anni,diploma,485
pranzo in mensa,maschi,2001,25-44 anni,diploma,437
pranzo in mensa,maschi,2002,25-44 anni,diploma,447
pranzo in mensa,maschi,2003,25-44 anni,diploma,545
pranzo in mensa,maschi,2005,25-44 anni,diploma,440
pranzo in mensa,maschi,2006,25-44 anni,diploma,399
pranzo in mensa,maschi,2007,25-44 anni,diploma,445
pranzo in mensa,maschi,2008,25-44 anni,diploma,447
pranzo in mensa,maschi,2009,25-44 anni,diploma,402
pranzo in mensa,maschi,2010,25-44 anni,diploma,429
pranzo in mensa,maschi,2011,25-44 anni,diploma,401
pranzo in mensa,maschi,2012,25-44 anni,diploma,381
pranzo in mensa,maschi,2013,25-44 anni,diploma,381
pranzo in mensa,maschi,2014,25-44 anni,diploma,341
pranzo in mensa,maschi,2015,25-44 anni,diploma,321
pranzo in mensa,maschi,2016,25-44 anni,diploma,337
pranzo in mensa,maschi,2017,25-44 anni,diploma,321
pranzo in mensa,maschi,2018,25-44 anni,diploma,356
pranzo in mensa,maschi,2019,25-44 anni,diploma,334
pranzo in mensa,maschi,2020,25-44 anni,diploma,309
pranzo in mensa,maschi,2021,25-44 anni,diploma,266
pranzo in mensa,maschi,2022,25-44 anni,diploma,296
pranzo in mensa,maschi,2023,25-44 anni,diploma,245
pasto principale il pranzo,maschi,1993,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2476
pasto principale il pranzo,maschi,1994,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2508
pasto principale il pranzo,maschi,1995,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2605
pasto principale il pranzo,maschi,1996,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2544
pasto principale il pranzo,maschi,1997,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2553
pasto principale il pranzo,maschi,1998,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2630
pasto principale il pranzo,maschi,1999,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2594
pasto principale il pranzo,maschi,2000,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2666
pasto principale il pranzo,maschi,2001,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2744
pasto principale il pranzo,maschi,2002,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2617
pasto principale il pranzo,maschi,2003,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2704
pasto principale il pranzo,maschi,2005,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2673
pasto principale il pranzo,maschi,2006,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2675
pasto principale il pranzo,maschi,2007,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2554
pasto principale il pranzo,maschi,2008,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2591
pasto principale il pranzo,maschi,2009,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2530
pasto principale il pranzo,maschi,2010,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2555
pasto principale il pranzo,maschi,2011,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2458
pasto principale il pranzo,maschi,2012,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2424
pasto principale il pranzo,maschi,2013,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2410
pasto principale il pranzo,maschi,2014,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2405
pasto principale il pranzo,maschi,2015,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2242
pasto principale il pranzo,maschi,2016,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2188
pasto principale il pranzo,maschi,2017,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2432
pasto principale il pranzo,maschi,2018,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2102
pasto principale il pranzo,maschi,2019,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",1915
pasto principale il pranzo,maschi,2020,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",1945
pasto principale il pranzo,maschi,2021,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",1876
pasto principale il pranzo,maschi,2022,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",1589
pasto principale il pranzo,maschi,2023,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",1544
pasto principale la cena,femmine,1993,6 anni e più,diploma,1592
pasto principale la cena,femmine,1994,6 anni e più,diploma,1627
pasto principale la cena,femmine,1995,6 anni e più,diploma,1687
pasto principale la cena,femmine,1996,6 anni e più,diploma,2041
pasto principale la cena,femmine,1997,6 anni e più,diploma,2033
pasto principale la cena,femmine,1998,6 anni e più,diploma,2037
pasto principale la cena,femmine,1999,6 anni e più,diploma,2068
pasto principale la cena,femmine,2000,6 anni e più,diploma,2192
pasto principale la cena,femmine,2001,6 anni e più,diploma,2008
pasto principale la cena,femmine,2002,6 anni e più,diploma,2228
pasto principale la cena,femmine,2003,6 anni e più,diploma,2178
pasto principale la cena,femmine,2005,6 anni e più,diploma,2137
pasto principale la cena,femmine,2006,6 anni e più,diploma,2152
pasto principale la cena,femmine,2007,6 anni e più,diploma,2024
pasto principale la cena,femmine,2008,6 anni e più,diploma,2366
pasto principale la cena,femmine,2009,6 anni e più,diploma,2212
pasto principale la cena,femmine,2010,6 anni e più,diploma,2297
pasto principale la cena,femmine,2011,6 anni e più,diploma,2365
pasto principale la cena,femmine,2012,6 anni e più,diploma,2396
pasto principale la cena,femmine,2013,6 anni e più,diploma,2463
pasto principale la cena,femmine,2014,6 anni e più,diploma,2330
pasto principale la cena,femmine,2015,6 anni e più,diploma,2434
pasto principale la cena,femmine,2016,6 anni e più,diploma,2230
pasto principale la cena,femmine,2017,6 anni e più,diploma,2307
pasto principale la cena,femmine,2018,6 anni e più,diploma,2276
pasto principale la cena,femmine,2019,6 anni e più,diploma,2110
pasto principale la cena,femmine,2020,6 anni e più,diploma,2074
pasto principale la cena,femmine,2021,6 anni e più,diploma,2178
pasto principale la cena,femmine,2022,6 anni e più,diploma,2273
pasto principale la cena,femmine,2023,6 anni e più,diploma,2353
pranzo in casa,maschi,1993,65 anni e più,laurea e post-laurea,164
pranzo in casa,maschi,1994,65 anni e più,laurea e post-laurea,178
pranzo in casa,maschi,1995,65 anni e più,laurea e post-laurea,229
pranzo in casa,maschi,1996,65 anni e più,laurea e post-laurea,207
pranzo in casa,maschi,1997,65 anni e più,laurea e post-laurea,232
pranzo in casa,maschi,1998,65 anni e più,laurea e post-laurea,197
pranzo in casa,maschi,1999,65 anni e più,laurea e post-laurea,188
pranzo in casa,maschi,2000,65 anni e più,laurea e post-laurea,204
pranzo in casa,maschi,2001,65 anni e più,laurea e post-laurea,211
pranzo in casa,maschi,2002,65 anni e più,laurea e post-laurea,202
pranzo in casa,maschi,2003,65 anni e più,laurea e post-laurea,231
pranzo in casa,maschi,2005,65 anni e più,laurea e post-laurea,244
pranzo in casa,maschi,2006,65 anni e più,laurea e post-laurea,229
pranzo in casa,maschi,2007,65 anni e più,laurea e post-laurea,300
pranzo in casa,maschi,2008,65 anni e più,laurea e post-laurea,303
pranzo in casa,maschi,2009,65 anni e più,laurea e post-laurea,278
pranzo in casa,maschi,2010,65 anni e più,laurea e post-laurea,338
pranzo in casa,maschi,2011,65 anni e più,laurea e post-laurea,327
pranzo in casa,maschi,2012,65 anni e più,laurea e post-laurea,394
pranzo in casa,maschi,2013,65 anni e più,laurea e post-laurea,390
pranzo in casa,maschi,2014,65 anni e più,laurea e post-laurea,403
pranzo in casa,maschi,2015,65 anni e più,laurea e post-laurea,437
pranzo in casa,maschi,2016,65 anni e più,laurea e post-laurea,481
pranzo in casa,maschi,2017,65 anni e più,laurea e post-laurea,430
pranzo in casa,maschi,2018,65 anni e più,laurea e post-laurea,462
pranzo in casa,maschi,2019,65 anni e più,laurea e post-laurea,531
pranzo in casa,maschi,2020,65 anni e più,laurea e post-laurea,534
pranzo in casa,maschi,2021,65 anni e più,laurea e post-laurea,637
pranzo in casa,maschi,2022,65 anni e più,laurea e post-laurea,642
pranzo in casa,maschi,2023,65 anni e più,laurea e post-laurea,682
pranzo in mensa,maschi,1993,6-24 anni,diploma,0
pranzo in mensa,maschi,1994,6-24 anni,diploma,0
pranzo in mensa,maschi,1995,6-24 anni,diploma,0
pranzo in mensa,maschi,1996,6-24 anni,diploma,0
pranzo in mensa,maschi,1997,6-24 anni,diploma,167
pranzo in mensa,maschi,1998,6-24 anni,diploma,165
pranzo in mensa,maschi,1999,6-24 anni,diploma,163
pranzo in mensa,maschi,2000,6-24 anni,diploma,144
pranzo in mensa,maschi,2001,6-24 anni,diploma,157
pranzo in mensa,maschi,2002,6-24 anni,diploma,167
pranzo in mensa,maschi,2003,6-24 anni,diploma,154
pranzo in mensa,maschi,2005,6-24 anni,diploma,140
pranzo in mensa,maschi,2006,6-24 anni,diploma,121
pranzo in mensa,maschi,2007,6-24 anni,diploma,107
pranzo in mensa,maschi,2008,6-24 anni,diploma,135
pranzo in mensa,maschi,2009,6-24 anni,diploma,117
pranzo in mensa,maschi,2010,6-24 anni,diploma,134
pranzo in mensa,maschi,2011,6-24 anni,diploma,111
pranzo in mensa,maschi,2012,6-24 anni,diploma,154
pranzo in mensa,maschi,2013,6-24 anni,diploma,112
pranzo in mensa,maschi,2014,6-24 anni,diploma,131
pranzo in mensa,maschi,2015,6-24 anni,diploma,150
pranzo in mensa,maschi,2016,6-24 anni,diploma,144
pranzo in mensa,maschi,2017,6-24 anni,diploma,135
pranzo in mensa,maschi,2018,6-24 anni,diploma,148
pranzo in mensa,maschi,2019,6-24 anni,diploma,188
pranzo in mensa,maschi,2020,6-24 anni,diploma,109
pranzo in mensa,maschi,2021,6-24 anni,diploma,83
pranzo in mensa,maschi,2022,6-24 anni,diploma,119
pranzo in mensa,maschi,2023,6-24 anni,diploma,138
pranzo in mensa,maschi,1993,65 anni e più,licenza di scuola media,0
pranzo in mensa,maschi,1994,65 anni e più,licenza di scuola media,0
pranzo in mensa,maschi,1995,65 anni e più,licenza di scuola media,0
pranzo in mensa,maschi,1996,65 anni e più,licenza di scuola media,0
pranzo in mensa,maschi,1997,65 anni e più,licenza di scuola media,2
pranzo in mensa,maschi,1998,65 anni e più,licenza di scuola media,3
pranzo in mensa,maschi,1999,65 anni e più,licenza di scuola media,1
pranzo in mensa,maschi,2000,65 anni e più,licenza di scuola media,2
pranzo in mensa,maschi,2001,65 anni e più,licenza di scuola media,2
pranzo in mensa,maschi,2002,65 anni e più,licenza di scuola media,0
pranzo in mensa,maschi,2003,65 anni e più,licenza di scuola media,0
pranzo in mensa,maschi,2005,65 anni e più,licenza di scuola media,0
pranzo in mensa,maschi,2006,65 anni e più,licenza di scuola media,1
pranzo in mensa,maschi,2007,65 anni e più,licenza di scuola media,0
pranzo in mensa,maschi,2008,65 anni e più,licenza di scuola media,2
pranzo in mensa,maschi,2009,65 anni e più,licenza di scuola media,2
pranzo in mensa,maschi,2010,65 anni e più,licenza di scuola media,1
pranzo in mensa,maschi,2011,65 anni e più,licenza di scuola media,0
pranzo in mensa,maschi,2012,65 anni e più,licenza di scuola media,0
pranzo in mensa,maschi,2013,65 anni e più,licenza di scuola media,1
pranzo in mensa,maschi,2014,65 anni e più,licenza di scuola media,0
pranzo in mensa,maschi,2015,65 anni e più,licenza di scuola media,5
pranzo in mensa,maschi,2016,65 anni e più,licenza di scuola media,2
pranzo in mensa,maschi,2017,65 anni e più,licenza di scuola media,2
pranzo in mensa,maschi,2018,65 anni e più,licenza di scuola media,1
pranzo in mensa,maschi,2019,65 anni e più,licenza di scuola media,4
pranzo in mensa,maschi,2020,65 anni e più,licenza di scuola media,2
pranzo in mensa,maschi,2021,65 anni e più,licenza di scuola media,0
pranzo in mensa,maschi,2022,65 anni e più,licenza di scuola media,1
pranzo in mensa,maschi,2023,65 anni e più,licenza di scuola media,1
pranzo in casa,femmine,1993,65 anni e più,licenza di scuola media,488
pranzo in casa,femmine,1994,65 anni e più,licenza di scuola media,472
pranzo in casa,femmine,1995,65 anni e più,licenza di scuola media,540
pranzo in casa,femmine,1996,65 anni e più,licenza di scuola media,563
pranzo in casa,femmine,1997,65 anni e più,licenza di scuola media,548
pranzo in casa,femmine,1998,65 anni e più,licenza di scuola media,527
pranzo in casa,femmine,1999,65 anni e più,licenza di scuola media,557
pranzo in casa,femmine,2000,65 anni e più,licenza di scuola media,567
pranzo in casa,femmine,2001,65 anni e più,licenza di scuola media,577
pranzo in casa,femmine,2002,65 anni e più,licenza di scuola media,639
pranzo in casa,femmine,2003,65 anni e più,licenza di scuola media,662
pranzo in casa,femmine,2005,65 anni e più,licenza di scuola media,795
pranzo in casa,femmine,2006,65 anni e più,licenza di scuola media,824
pranzo in casa,femmine,2007,65 anni e più,licenza di scuola media,858
pranzo in casa,femmine,2008,65 anni e più,licenza di scuola media,924
pranzo in casa,femmine,2009,65 anni e più,licenza di scuola media,931
pranzo in casa,femmine,2010,65 anni e più,licenza di scuola media,1031
pranzo in casa,femmine,2011,65 anni e più,licenza di scuola media,1119
pranzo in casa,femmine,2012,65 anni e più,licenza di scuola media,1095
pranzo in casa,femmine,2013,65 anni e più,licenza di scuola media,1168
pranzo in casa,femmine,2014,65 anni e più,licenza di scuola media,1172
pranzo in casa,femmine,2015,65 anni e più,licenza di scuola media,1318
pranzo in casa,femmine,2016,65 anni e più,licenza di scuola media,1337
pranzo in casa,femmine,2017,65 anni e più,licenza di scuola media,1294
pranzo in casa,femmine,2018,65 anni e più,licenza di scuola media,1589
pranzo in casa,femmine,2019,65 anni e più,licenza di scuola media,1575
pranzo in casa,femmine,2020,65 anni e più,licenza di scuola media,1793
pranzo in casa,femmine,2021,65 anni e più,licenza di scuola media,1604
pranzo in casa,femmine,2022,65 anni e più,licenza di scuola media,1917
pranzo in casa,femmine,2023,65 anni e più,licenza di scuola media,1816
pranzo in casa,femmine,1993,6-24 anni,licenza di scuola media,2269
pranzo in casa,femmine,1994,6-24 anni,licenza di scuola media,2224
pranzo in casa,femmine,1995,6-24 anni,licenza di scuola media,2078
pranzo in casa,femmine,1996,6-24 anni,licenza di scuola media,1949
pranzo in casa,femmine,1997,6-24 anni,licenza di scuola media,1823
pranzo in casa,femmine,1998,6-24 anni,licenza di scuola media,1701
pranzo in casa,femmine,1999,6-24 anni,licenza di scuola media,1697
pranzo in casa,femmine,2000,6-24 anni,licenza di scuola media,1656
pranzo in casa,femmine,2001,6-24 anni,licenza di scuola media,1599
pranzo in casa,femmine,2002,6-24 anni,licenza di scuola media,1559
pranzo in casa,femmine,2003,6-24 anni,licenza di scuola media,1510
pranzo in casa,femmine,2005,6-24 anni,licenza di scuola media,1517
pranzo in casa,femmine,2006,6-24 anni,licenza di scuola media,1555
pranzo in casa,femmine,2007,6-24 anni,licenza di scuola media,1569
pranzo in casa,femmine,2008,6-24 anni,licenza di scuola media,1575
pranzo in casa,femmine,2009,6-24 anni,licenza di scuola media,1533
pranzo in casa,femmine,2010,6-24 anni,licenza di scuola media,1556
pranzo in casa,femmine,2011,6-24 anni,licenza di scuola media,1528
pranzo in casa,femmine,2012,6-24 anni,licenza di scuola media,1559
pranzo in casa,femmine,2013,6-24 anni,licenza di scuola media,1454
pranzo in casa,femmine,2014,6-24 anni,licenza di scuola media,1450
pranzo in casa,femmine,2015,6-24 anni,licenza di scuola media,1467
pranzo in casa,femmine,2016,6-24 anni,licenza di scuola media,1443
pranzo in casa,femmine,2017,6-24 anni,licenza di scuola media,1310
pranzo in casa,femmine,2018,6-24 anni,licenza di scuola media,1355
pranzo in casa,femmine,2019,6-24 anni,licenza di scuola media,1383
pranzo in casa,femmine,2020,6-24 anni,licenza di scuola media,1381
pranzo in casa,femmine,2021,6-24 anni,licenza di scuola media,1381
pranzo in casa,femmine,2022,6-24 anni,licenza di scuola media,1366
pranzo in casa,femmine,2023,6-24 anni,licenza di scuola media,1282
colazione adeguata (con latte e/o del cibo),maschi,1993,6-24 anni,licenza di scuola media,2130
colazione adeguata (con latte e/o del cibo),maschi,1994,6-24 anni,licenza di scuola media,2115
colazione adeguata (con latte e/o del cibo),maschi,1995,6-24 anni,licenza di scuola media,2098
colazione adeguata (con latte e/o del cibo),maschi,1996,6-24 anni,licenza di scuola media,2030
colazione adeguata (con latte e/o del cibo),maschi,1997,6-24 anni,licenza di scuola media,1953
colazione adeguata (con latte e/o del cibo),maschi,1998,6-24 anni,licenza di scuola media,1827
colazione adeguata (con latte e/o del cibo),maschi,1999,6-24 anni,licenza di scuola media,1682
colazione adeguata (con latte e/o del cibo),maschi,2000,6-24 anni,licenza di scuola media,1667
colazione adeguata (con latte e/o del cibo),maschi,2001,6-24 anni,licenza di scuola media,1567
colazione adeguata (con latte e/o del cibo),maschi,2002,6-24 anni,licenza di scuola media,1559
colazione adeguata (con latte e/o del cibo),maschi,2003,6-24 anni,licenza di scuola media,1595
colazione adeguata (con latte e/o del cibo),maschi,2005,6-24 anni,licenza di scuola media,1563
colazione adeguata (con latte e/o del cibo),maschi,2006,6-24 anni,licenza di scuola media,1522
colazione adeguata (con latte e/o del cibo),maschi,2007,6-24 anni,licenza di scuola media,1528
colazione adeguata (con latte e/o del cibo),maschi,2008,6-24 anni,licenza di scuola media,1526
colazione adeguata (con latte e/o del cibo),maschi,2009,6-24 anni,licenza di scuola media,1495
colazione adeguata (con latte e/o del cibo),maschi,2010,6-24 anni,licenza di scuola media,1517
colazione adeguata (con latte e/o del cibo),maschi,2011,6-24 anni,licenza di scuola media,1420
colazione adeguata (con latte e/o del cibo),maschi,2012,6-24 anni,licenza di scuola media,1346
colazione adeguata (con latte e/o del cibo),maschi,2013,6-24 anni,licenza di scuola media,1486
colazione adeguata (con latte e/o del cibo),maschi,2014,6-24 anni,licenza di scuola media,1489
colazione adeguata (con latte e/o del cibo),maschi,2015,6-24 anni,licenza di scuola media,1397
colazione adeguata (con latte e/o del cibo),maschi,2016,6-24 anni,licenza di scuola media,1353
colazione adeguata (con latte e/o del cibo),maschi,2017,6-24 anni,licenza di scuola media,1373
colazione adeguata (con latte e/o del cibo),maschi,2018,6-24 anni,licenza di scuola media,1346
